question_id,article,paragraph,title,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,pattern,option_length_gap,quality_score,quality_flags,verification_status,review_status,source_version,source_url,source_retrieved_at,editorial_audit_version,editorial_audit_date,editorial_audit_status,editorial_changes,editorial_blockers
CE-TIV-011,97,1,Título IV. Del Gobierno y de la Administración,2,función_competencia,seleccionar_correcta,"Además de la función ejecutiva, ¿qué potestad ejerce el Gobierno?",La potestad legislativa,La potestad jurisdiccional,La potestad reglamentaria,La potestad constituyente,C,El artículo 97 atribuye al Gobierno la potestad reglamentaria.,"El Gobierno dirige la política interior y exterior, la Administración civil y militar y la defensa del Estado. Ejerce la función ejecutiva y la potestad reglamentaria de acuerdo con la Constitución y las leyes.",sustitución_controlada,0,99,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TIV-012,97,1,Título IV. Del Gobierno y de la Administración,3,verdadera_falsa_en_artículo,seleccionar_correcta,"Según el artículo 97 de la Constitución, señale la afirmación correcta:",El Gobierno ejerce La potestad legislativa.,El Gobierno ejerce La potestad jurisdiccional.,El Gobierno ejerce La potestad constituyente.,El Gobierno ejerce La potestad reglamentaria.,D,El artículo 97 atribuye al Gobierno la potestad reglamentaria.,"El Gobierno dirige la política interior y exterior, la Administración civil y militar y la defensa del Estado. Ejerce la función ejecutiva y la potestad reglamentaria de acuerdo con la Constitución y las leyes.",misma_regla_con_un_elemento_sustituido,0,99,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TIV-013,97,1,Título IV. Del Gobierno y de la Administración,3,literal_con_hueco,seleccionar_correcta,La potestad reglamentaria del Gobierno se ejerce de acuerdo con:,La Constitución y las leyes,Los reglamentos de las Cámaras,La ley y la jurisprudencia,La Constitución y los tratados únicamente,A,La fórmula constitucional es «de acuerdo con la Constitución y las leyes».,"El Gobierno dirige la política interior y exterior, la Administración civil y militar y la defensa del Estado. Ejerce la función ejecutiva y la potestad reglamentaria de acuerdo con la Constitución y las leyes.",sustitución_controlada,1,99,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TIV-014,97,1,Título IV. Del Gobierno y de la Administración,4,verdadera_falsa_en_artículo,seleccionar_correcta,"Según el artículo 97 de la Constitución, señale la afirmación correcta:",La potestad reglamentaria se ejerce de acuerdo con Los reglamentos de las Cámaras.,La potestad reglamentaria se ejerce de acuerdo con La Constitución y las leyes.,La potestad reglamentaria se ejerce de acuerdo con La ley y la jurisprudencia.,La potestad reglamentaria se ejerce de acuerdo con La Constitución y los tratados únicamente.,B,La fórmula constitucional es «de acuerdo con la Constitución y las leyes».,"El Gobierno dirige la política interior y exterior, la Administración civil y militar y la defensa del Estado. Ejerce la función ejecutiva y la potestad reglamentaria de acuerdo con la Constitución y las leyes.",misma_regla_con_un_elemento_sustituido,1,99,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TIV-015,97,1,Título IV. Del Gobierno y de la Administración,2,función_competencia,seleccionar_correcta,¿Qué administración dirige el Gobierno según el artículo 97?,La Administración judicial y electoral,La Administración local exclusivamente,La Administración civil y militar,La Administración parlamentaria,C,El artículo 97 menciona conjuntamente la Administración civil y militar.,"El Gobierno dirige la política interior y exterior, la Administración civil y militar y la defensa del Estado. Ejerce la función ejecutiva y la potestad reglamentaria de acuerdo con la Constitución y las leyes.",sustitución_controlada,2,99,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TIV-016,97,1,Título IV. Del Gobierno y de la Administración,3,verdadera_falsa_en_artículo,seleccionar_correcta,"Según el artículo 97 de la Constitución, señale la afirmación correcta:",El Gobierno dirige La Administración judicial y electoral.,El Gobierno dirige La Administración local exclusivamente.,El Gobierno dirige La Administración parlamentaria.,El Gobierno dirige La Administración civil y militar.,D,El artículo 97 menciona conjuntamente la Administración civil y militar.,"El Gobierno dirige la política interior y exterior, la Administración civil y militar y la defensa del Estado. Ejerce la función ejecutiva y la potestad reglamentaria de acuerdo con la Constitución y las leyes.",misma_regla_con_un_elemento_sustituido,2,99,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TIV-017,97,1,Título IV. Del Gobierno y de la Administración,3,función_competencia,seleccionar_correcta,¿Qué función ejerce expresamente el Gobierno?,La función ejecutiva,La función legislativa,La función jurisdiccional,La función constituyente,A,El artículo 97 atribuye al Gobierno la función ejecutiva.,"El Gobierno dirige la política interior y exterior, la Administración civil y militar y la defensa del Estado. Ejerce la función ejecutiva y la potestad reglamentaria de acuerdo con la Constitución y las leyes.",sustitución_controlada,0,99,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TIV-018,97,1,Título IV. Del Gobierno y de la Administración,4,verdadera_falsa_en_artículo,seleccionar_correcta,"Según el artículo 97 de la Constitución, señale la afirmación correcta:",El Gobierno ejerce La función legislativa.,El Gobierno ejerce La función ejecutiva.,El Gobierno ejerce La función jurisdiccional.,El Gobierno ejerce La función constituyente.,B,El artículo 97 atribuye al Gobierno la función ejecutiva.,"El Gobierno dirige la política interior y exterior, la Administración civil y militar y la defensa del Estado. Ejerce la función ejecutiva y la potestad reglamentaria de acuerdo con la Constitución y las leyes.",misma_regla_con_un_elemento_sustituido,0,99,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TIV-019,98,1,Título IV. Del Gobierno y de la Administración,2,pertenencia_lista,seleccionar_correcta,¿Cuál de las siguientes opciones aparece expresamente en el artículo 98 de la Constitución al regular la composición del Gobierno?,el Presidente del Congreso,los Secretarios de Estado necesariamente,el Presidente,el Rey,C,«el Presidente» aparece expresamente en el artículo 98.,"El Gobierno se compone del Presidente, de los Vicepresidentes, en su caso, de los Ministros y de los demás miembros que establezca la ley.",una_verdadera_y_tres_elementos_ajenos,3,99,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TIV-020,98,1,Título IV. Del Gobierno y de la Administración,2,pertenencia_lista,seleccionar_correcta,¿Cuál de las siguientes opciones aparece expresamente en el artículo 98 de la Constitución al regular la composición del Gobierno?,los Secretarios de Estado necesariamente,el Rey,los Presidentes de las Comunidades Autónomas,"los Vicepresidentes, en su caso",D,"«los Vicepresidentes, en su caso» aparece expresamente en el artículo 98.","El Gobierno se compone del Presidente, de los Vicepresidentes, en su caso, de los Ministros y de los demás miembros que establezca la ley.",una_verdadera_y_tres_elementos_ajenos,4,99,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TIV-021,98,1,Título IV. Del Gobierno y de la Administración,2,pertenencia_lista,seleccionar_correcta,¿Cuál de las siguientes opciones aparece expresamente en el artículo 98 de la Constitución al regular la composición del Gobierno?,los Ministros,el Rey,los Presidentes de las Comunidades Autónomas,los portavoces de los Grupos parlamentarios,A,«los Ministros» aparece expresamente en el artículo 98.,"El Gobierno se compone del Presidente, de los Vicepresidentes, en su caso, de los Ministros y de los demás miembros que establezca la ley.",una_verdadera_y_tres_elementos_ajenos,4,99,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TIV-022,98,1,Título IV. Del Gobierno y de la Administración,2,pertenencia_lista,seleccionar_correcta,¿Cuál de las siguientes opciones aparece expresamente en el artículo 98 de la Constitución al regular la composición del Gobierno?,los Presidentes de las Comunidades Autónomas,los demás miembros que establezca la ley,los portavoces de los Grupos parlamentarios,el Presidente del Congreso,B,«los demás miembros que establezca la ley» aparece expresamente en el artículo 98.,"El Gobierno se compone del Presidente, de los Vicepresidentes, en su caso, de los Ministros y de los demás miembros que establezca la ley.",una_verdadera_y_tres_elementos_ajenos,3,99,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TIV-023,98,1,Título IV. Del Gobierno y de la Administración,3,pertenencia_lista,seleccionar_incorrecta,¿Cuál de las siguientes opciones NO aparece expresamente en el artículo 98 al regular la composición del Gobierno?,el Presidente,"los Vicepresidentes, en su caso",los portavoces de los Grupos parlamentarios,los Ministros,C,«los portavoces de los Grupos parlamentarios» no aparece expresamente en el artículo 98; las otras opciones sí.,"El Gobierno se compone del Presidente, de los Vicepresidentes, en su caso, de los Ministros y de los demás miembros que establezca la ley.",tres_elementos_reales_y_un_intruso,4,99,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TIV-024,98,1,Título IV. Del Gobierno y de la Administración,3,pertenencia_lista,seleccionar_incorrecta,¿Cuál de las siguientes opciones NO aparece expresamente en el artículo 98 al regular la composición del Gobierno?,"los Vicepresidentes, en su caso",los Ministros,los demás miembros que establezca la ley,el Presidente del Congreso,D,«el Presidente del Congreso» no aparece expresamente en el artículo 98; las otras opciones sí.,"El Gobierno se compone del Presidente, de los Vicepresidentes, en su caso, de los Ministros y de los demás miembros que establezca la ley.",tres_elementos_reales_y_un_intruso,5,98,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TIV-025,98,1,Título IV. Del Gobierno y de la Administración,3,pertenencia_lista,seleccionar_incorrecta,¿Cuál de las siguientes opciones NO aparece expresamente en el artículo 98 al regular la composición del Gobierno?,los Secretarios de Estado necesariamente,los Ministros,los demás miembros que establezca la ley,el Presidente,A,«los Secretarios de Estado necesariamente» no aparece expresamente en el artículo 98; las otras opciones sí.,"El Gobierno se compone del Presidente, de los Vicepresidentes, en su caso, de los Ministros y de los demás miembros que establezca la ley.",tres_elementos_reales_y_un_intruso,5,98,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TIV-026,98,3,Título IV. Del Gobierno y de la Administración,3,pertenencia_lista,seleccionar_correcta,¿Cuál de las siguientes opciones aparece expresamente en el artículo 98 de la Constitución al regular las funciones compatibles con la condición de miembro del Gobierno?,cualquier actividad profesional,funciones representativas propias del mandato parlamentario,cualquier actividad mercantil,funciones públicas ajenas a su cargo,B,«funciones representativas propias del mandato parlamentario» aparece expresamente en el artículo 98.,"Los miembros del Gobierno no podrán ejercer otras funciones representativas que las propias del mandato parlamentario, ni cualquier otra función pública que no derive de su cargo, ni actividad profesional o mercantil alguna.",una_verdadera_y_tres_elementos_ajenos,3,99,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TIV-027,98,3,Título IV. Del Gobierno y de la Administración,3,pertenencia_lista,seleccionar_correcta,¿Cuál de las siguientes opciones aparece expresamente en el artículo 98 de la Constitución al regular las funciones compatibles con la condición de miembro del Gobierno?,cualquier actividad mercantil,funciones públicas ajenas a su cargo,funciones públicas que deriven de su cargo,funciones representativas distintas del mandato parlamentario,C,«funciones públicas que deriven de su cargo» aparece expresamente en el artículo 98.,"Los miembros del Gobierno no podrán ejercer otras funciones representativas que las propias del mandato parlamentario, ni cualquier otra función pública que no derive de su cargo, ni actividad profesional o mercantil alguna.",una_verdadera_y_tres_elementos_ajenos,4,99,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TIV-028,98,3,Título IV. Del Gobierno y de la Administración,3,pertenencia_lista,seleccionar_correcta,¿Cuál de las siguientes opciones aparece expresamente en el artículo 98 de la Constitución al regular las funciones compatibles con la condición de miembro del Gobierno?,funciones públicas ajenas a su cargo,funciones representativas distintas del mandato parlamentario,la dirección remunerada de una empresa privada,funciones representativas propias del mandato parlamentario,D,«funciones representativas propias del mandato parlamentario» aparece expresamente en el artículo 98.,"Los miembros del Gobierno no podrán ejercer otras funciones representativas que las propias del mandato parlamentario, ni cualquier otra función pública que no derive de su cargo, ni actividad profesional o mercantil alguna.",una_verdadera_y_tres_elementos_ajenos,1,99,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TIV-029,98,2,Título IV. Del Gobierno y de la Administración,2,función_competencia,seleccionar_correcta,¿Quién dirige la acción del Gobierno?,El Presidente,El Consejo de Ministros,El Rey,El Congreso de los Diputados,A,El artículo 98.2 atribuye esa dirección al Presidente.,"El Presidente dirige la acción del Gobierno y coordina las funciones de los demás miembros del mismo, sin perjuicio de la competencia y responsabilidad directa de éstos en su gestión.",sustitución_controlada,3,99,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TIV-030,98,2,Título IV. Del Gobierno y de la Administración,3,verdadera_falsa_en_artículo,seleccionar_correcta,"Según el artículo 98 de la Constitución, señale la afirmación correcta:",El Consejo de Ministros dirige la acción del Gobierno.,El Presidente dirige la acción del Gobierno.,El Rey dirige la acción del Gobierno.,El Congreso de los Diputados dirige la acción del Gobierno.,B,El artículo 98.2 atribuye esa dirección al Presidente.,"El Presidente dirige la acción del Gobierno y coordina las funciones de los demás miembros del mismo, sin perjuicio de la competencia y responsabilidad directa de éstos en su gestión.",misma_regla_con_un_elemento_sustituido,3,99,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TIV-031,98,2,Título IV. Del Gobierno y de la Administración,3,función_competencia,seleccionar_correcta,¿Qué hace el Presidente respecto de los demás miembros del Gobierno?,Asume su responsabilidad directa,Anula sus competencias,Coordina sus funciones,Aprueba individualmente todos sus actos,C,El Presidente coordina las funciones de los demás miembros.,"El Presidente dirige la acción del Gobierno y coordina las funciones de los demás miembros del mismo, sin perjuicio de la competencia y responsabilidad directa de éstos en su gestión.",sustitución_controlada,2,99,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TIV-032,98,2,Título IV. Del Gobierno y de la Administración,4,verdadera_falsa_en_artículo,seleccionar_correcta,"Según el artículo 98 de la Constitución, señale la afirmación correcta:",El Presidente Asume su responsabilidad directa.,El Presidente anula sus competencias.,El Presidente Aprueba individualmente todos sus actos.,El Presidente coordina sus funciones.,D,El Presidente coordina las funciones de los demás miembros.,"El Presidente dirige la acción del Gobierno y coordina las funciones de los demás miembros del mismo, sin perjuicio de la competencia y responsabilidad directa de éstos en su gestión.",misma_regla_con_un_elemento_sustituido,2,99,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_inserción_plantilla,
CE-TIV-033,98,2,Título IV. Del Gobierno y de la Administración,4,condición_excepción,seleccionar_correcta,La coordinación presidencial se ejerce sin perjuicio de:,La competencia y responsabilidad directa de los demás miembros,La responsabilidad exclusiva del Consejo de Ministros,La superioridad jerárquica de las Cortes,La inmunidad de los Ministros,A,El artículo 98.2 preserva la competencia y responsabilidad directa de los demás miembros.,"El Presidente dirige la acción del Gobierno y coordina las funciones de los demás miembros del mismo, sin perjuicio de la competencia y responsabilidad directa de éstos en su gestión.",sustitución_controlada,4,99,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS,,
CE-TIV-034,98,2,Título IV. Del Gobierno y de la Administración,4,verdadera_falsa_en_artículo,seleccionar_correcta,"Según el artículo 98 de la Constitución, señale la afirmación correcta:",La coordinación presidencial se ejerce sin perjuicio de la responsabilidad exclusiva del Consejo de Ministros.,La coordinación presidencial se ejerce sin perjuicio de la competencia y responsabilidad directa de los demás miembros.,La coordinación presidencial se ejerce sin perjuicio de la superioridad jerárquica de las Cortes.,La coordinación presidencial se ejerce sin perjuicio de la inmunidad de los Ministros.,B,El artículo 98.2 preserva la competencia y responsabilidad directa de los demás miembros.,"El Presidente dirige la acción del Gobierno y coordina las funciones de los demás miembros del mismo, sin perjuicio de la competencia y responsabilidad directa de éstos en su gestión.",misma_regla_con_un_elemento_sustituido,4,99,,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 20/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1978-31229,2026-07-13,CE-EDITORIAL-V2,2026-07-14,PASS_REPAIRED,minúscula_artículo_interno,
