question_id,generation_version,article,paragraph,article_title,title,chapter,section,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,false_basis,pattern,option_length_gap,quality_score,quality_flags,self_contained,syntactic_parallelism,verification_status,review_status,source_version,source_url,source_retrieved_at
L4FPV-023-2e432d5884f9d3,v1-densidad-25-editorial-contextual,23,2.,Requisitos de los puestos de trabajo que integran la Dirección Pública Profesional.,Título III. Personal al servicio de las administraciones públicas,Capítulo II. Dirección Pública Profesional,,3,identificación_del_precepto,seleccionar_correcta,"En relación con «Requisitos de los puestos de trabajo que integran la Dirección Pública Profesional», regulado en el artículo 23 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, ¿qué regla aparece expresamente en el precepto?","El artículo 23 de la Ley 4/2021 dispone: «El personal funcionario de carrera desempeñará las funciones que se atribuyen a los puestos clasificados con dicha naturaleza según el título IV de la presente ley y, en todo caso, y con carácter exclusivo, aquellas cuyo ejercicio implique la participación directa o indirecta en el ejercicio de las potestades públicas o en la salvaguardia de los intereses generales».","El artículo 23 de la Ley 4/2021 dispone: «Los puestos de trabajo que integran la Dirección Pública Profesional de las administraciones públicas incluidas en el ámbito de aplicación de esta ley podrán ser provistos bien por su propio personal funcionario de carrera o laboral fijo, bien por personal ajeno a las mismas, debiendo definirse tal circunstancia en los respectivos instrumentos de ordenación de los puestos de trabajo de naturaleza directiva».","El artículo 23 de la Ley 4/2021 dispone: «La selección del personal laboral temporal será objeto de regulación reglamentaria y se efectuará preferentemente mediante la constitución de bolsas de empleo vinculadas al desarrollo de las ofertas de empleo público, en las que solo podrán inscribirse quienes hayan aprobado al menos alguna de las pruebas del proceso selectivo, y cuya gestión corresponderá a la Dirección General que ostente las competencias en materia de función pública».","El artículo 23 de la Ley 4/2021 dispone: «Las retribuciones del personal que desempeñe puestos que integran la Dirección Pública Profesional tendrán una parte fija, en los mismos términos y condiciones que las previstas para el personal funcionario de carrera, y una parte variable de conformidad con lo dispuesto en el apartado 3 del artículo anterior que estará vinculada a la consecución de los objetivos fijados».",B,"La opción correcta reproduce la previsión del artículo 23: «Los puestos de trabajo que integran la Dirección Pública Profesional de las administraciones públicas incluidas en el ámbito de aplicación de esta ley podrán ser provistos bien por su propio personal funcionario de carrera o laboral fijo, bien por personal ajeno a las mismas, debiendo definirse tal circunstancia en los respectivos instrumentos de ordenación de los puestos de trabajo de naturaleza directiva.».","Los puestos de trabajo que integran la Dirección Pública Profesional de las administraciones públicas incluidas en el ámbito de aplicación de esta ley podrán ser provistos bien por su propio personal funcionario de carrera o laboral fijo, bien por personal ajeno a las mismas, debiendo definirse tal circunstancia en los respectivos instrumentos de ordenación de los puestos de trabajo de naturaleza directiva.",,una_previsión_literal_y_tres_mutaciones_controladas,8,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-023-946e7a06ad76bd,v1-densidad-25-editorial-contextual,23,3.,Requisitos de los puestos de trabajo que integran la Dirección Pública Profesional.,Título III. Personal al servicio de las administraciones públicas,Capítulo II. Dirección Pública Profesional,,3,literal_con_hueco,seleccionar_correcta,"Según el artículo 23 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, sobre «Requisitos de los puestos de trabajo que integran la Dirección Pública Profesional», seleccione la redacción que se ajusta al precepto:","El artículo 23 de la Ley 4/2021 dispone: «Excepcionalmente, el personal funcionario interino podrá permanecer en la plaza que ocupe temporalmente, siempre que se haya publicado la correspondiente convocatoria dentro del plazo de los tres años, a contar desde la fecha del nombramiento del personal funcionario interino y sea resuelta en los plazos establecidos en el artículo 55 de la Ley».","El artículo 23 de la Ley 4/2021 dispone: «No obstante, transcurridos tres años desde el nombramiento del personal funcionario interino se producirá el fin de la relación de interinidad, y la vacante solo podrá ser ocupada por personal funcionario de carrera, salvo que el correspondiente proceso selectivo quede desierto, en cuyo caso se podrá efectuar otro nombramiento de personal funcionario interino».","El artículo 23 de la Ley 4/2021 dispone: «En la Administración de la Generalitat únicamente podrán acceder a puestos de la Dirección Pública Profesional reservados a personal funcionario de carrera, quienes pertenezcan a cuerpos o escalas del grupo A, subgrupo A1, y tengan reconocido, al menos, un nivel competencial 24 y el grado de desarrollo profesional II».","El artículo 23 de la Ley 4/2021 dispone: «Es personal funcionario interino quien, en virtud de nombramiento legal y por razones expresamente justificadas de necesidad y urgencia, presta servicios en una administración pública, organismo público, consorcio o universidad pública mediante una relación profesional de carácter temporal, regulada por el derecho administrativo, para el desempeño de funciones atribuidas al personal funcionario de carrera».",C,"La opción correcta reproduce la previsión del artículo 23: «En la Administración de la Generalitat únicamente podrán acceder a puestos de la Dirección Pública Profesional reservados a personal funcionario de carrera, quienes pertenezcan a cuerpos o escalas del grupo A, subgrupo A1, y tengan reconocido, al menos, un nivel competencial 24 y el grado de desarrollo profesional II.».","En la Administración de la Generalitat únicamente podrán acceder a puestos de la Dirección Pública Profesional reservados a personal funcionario de carrera, quienes pertenezcan a cuerpos o escalas del grupo A, subgrupo A1, y tengan reconocido, al menos, un nivel competencial 24 y el grado de desarrollo profesional II.",,una_previsión_literal_y_tres_mutaciones_controladas,5,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-023-64ea1b35b49a72,v1-densidad-25-editorial-contextual,23,3.,Requisitos de los puestos de trabajo que integran la Dirección Pública Profesional.,Título III. Personal al servicio de las administraciones públicas,Capítulo II. Dirección Pública Profesional,,3,identificación_del_precepto,seleccionar_correcta,"Según el artículo 23 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, relativo a «Requisitos de los puestos de trabajo que integran la Dirección Pública Profesional», ¿cuál de las siguientes afirmaciones reproduce correctamente una previsión del precepto?","El artículo 23 de la Ley 4/2021 dispone: «Cuando se trate de personal funcionario de carrera no perteneciente a la Administración de la Generalitat, deberán pertenecer a cuerpos o escalas del grupo A, subgrupo A1, y tener reconocido, al menos, el 24 como nivel competencial o equivalente y una antigüedad de 15 años en dicho grupo o subgrupo».","El artículo 23 de la Ley 4/2021 dispone: «Cuando se trate de personal funcionario de carrera no perteneciente a la Administración de la Generalitat, deberán pertenecer a cuerpos o escalas del grupo A, subgrupo A1, y tener reconocido, al menos, el 24 como nivel competencial o equivalente y una antigüedad de 20 años en dicho grupo o subgrupo».","El artículo 23 de la Ley 4/2021 dispone: «Los nombramientos de personal funcionario interino se efectuarán en puestos de trabajo correspondientes a la categoría de entrada en el cuerpo, escala, agrupación profesional funcionarial o agrupación de puestos de trabajo correspondiente, con las excepciones que reglamentariamente se determinen con el fin de garantizar la adecuada prestación del servicio público».","El artículo 23 de la Ley 4/2021 dispone: «Cuando se trate de personal funcionario de carrera no perteneciente a la Administración de la Generalitat, deberán pertenecer a cuerpos o escalas del grupo A, subgrupo A1, y tener reconocido, al menos, el 24 como nivel competencial o equivalente y una antigüedad de 10 años en dicho grupo o subgrupo».",D,"La opción correcta reproduce la previsión del artículo 23: «Cuando se trate de personal funcionario de carrera no perteneciente a la Administración de la Generalitat, deberán pertenecer a cuerpos o escalas del grupo A, subgrupo A1, y tener reconocido, al menos, el 24 como nivel competencial o equivalente y una antigüedad de 10 años en dicho grupo o subgrupo.».","Cuando se trate de personal funcionario de carrera no perteneciente a la Administración de la Generalitat, deberán pertenecer a cuerpos o escalas del grupo A, subgrupo A1, y tener reconocido, al menos, el 24 como nivel competencial o equivalente y una antigüedad de 10 años en dicho grupo o subgrupo.",,una_previsión_literal_y_tres_mutaciones_controladas,0,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-023-60877f6a7f3d31,v1-densidad-25-editorial-contextual,23,1.,Requisitos de los puestos de trabajo que integran la Dirección Pública Profesional.,Título III. Personal al servicio de las administraciones públicas,Capítulo II. Dirección Pública Profesional,,2,identificación_del_precepto,seleccionar_correcta,"De acuerdo con el artículo 23 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, sobre «Requisitos de los puestos de trabajo que integran la Dirección Pública Profesional», señale la afirmación correcta:","El artículo 23 de la Ley 4/2021 dispone: «El desempeño de los puestos que integran la Dirección Pública Profesional requiere encontrarse en posesión de titulación universitaria de grado o titulación equivalente, así como la acreditación de la experiencia y conocimientos necesarios».","El artículo 23 de la Ley 4/2021 dispone: «La gestión de los puestos y del personal docente no universitario y del estatutario, corresponderá, respectivamente, a la conselleria competente en materia de educación y a la conselleria competente en materia de sanidad».","El artículo 23 de la Ley 4/2021 dispone: «No obstante, podrán preverse como otras vías de acceso de personal interino, convocatorias específicas que garanticen los principios de capacidad, mérito, igualdad y publicidad, siempre que se exija superar alguna prueba de conocimiento».",El artículo 23 de la Ley 4/2021 dispone: «Al personal funcionario cesado se le reconocerán análogas garantías a las previstas en esta ley para el personal funcionario que cesa en puestos de trabajo provistos por el procedimiento de libre designación».,A,"La opción correcta reproduce la previsión del artículo 23: «El desempeño de los puestos que integran la Dirección Pública Profesional requiere encontrarse en posesión de titulación universitaria de grado o titulación equivalente, así como la acreditación de la experiencia y conocimientos necesarios.».","El desempeño de los puestos que integran la Dirección Pública Profesional requiere encontrarse en posesión de titulación universitaria de grado o titulación equivalente, así como la acreditación de la experiencia y conocimientos necesarios.",,una_previsión_literal_y_tres_mutaciones_controladas,1,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-023-12b9292088a8f1,v1-densidad-25-editorial-contextual,23,2.,Requisitos de los puestos de trabajo que integran la Dirección Pública Profesional.,Título III. Personal al servicio de las administraciones públicas,Capítulo II. Dirección Pública Profesional,,3,literal_con_hueco,seleccionar_correcta,"Conforme al artículo 23 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, relativo a «Requisitos de los puestos de trabajo que integran la Dirección Pública Profesional», ¿qué formulación completa correctamente una de sus previsiones?","El artículo 23 de la Ley 4/2021 dispone: «Los puestos de trabajo que integran la Dirección Pública Profesional de las administraciones públicas incluidas en el ámbito de aplicación de esta ley podrán ser provistos bien por su propio personal funcionario de carrera o laboral fijo, bien por personal ajeno a las mismas, debiendo definirse tal circunstancia en los respectivos instrumentos de ordenación de los puestos de trabajo de naturaleza directiva. Además, su incumplimiento carece de efectos jurídicos».","El artículo 23 de la Ley 4/2021 dispone: «Los puestos de trabajo que integran la Dirección Pública Profesional de las administraciones públicas incluidas en el ámbito de aplicación de esta ley podrán ser provistos bien por su propio personal funcionario de carrera o laboral fijo, bien por personal ajeno a las mismas, debiendo definirse tal circunstancia en los respectivos instrumentos de ordenación de los puestos de trabajo de naturaleza directiva».","El artículo 23 de la Ley 4/2021 dispone: «Los puestos de trabajo que integran la Dirección Pública Profesional de las administraciones públicas incluidas en el ámbito de aplicación de esta ley podrán ser provistos bien por su propio personal eventual o laboral fijo, bien por personal ajeno a las mismas, debiendo definirse tal circunstancia en los respectivos instrumentos de ordenación de los puestos de trabajo de naturaleza directiva».","El artículo 23 de la Ley 4/2021 dispone: «Los puestos de trabajo que integran la Dirección Pública Profesional de las administraciones públicas incluidas en el ámbito de aplicación de esta ley podrán ser provistos bien por su propio personal laboral temporal o laboral fijo, bien por personal ajeno a las mismas, debiendo definirse tal circunstancia en los respectivos instrumentos de ordenación de los puestos de trabajo de naturaleza directiva».",B,"La opción correcta reproduce la previsión del artículo 23: «Los puestos de trabajo que integran la Dirección Pública Profesional de las administraciones públicas incluidas en el ámbito de aplicación de esta ley podrán ser provistos bien por su propio personal funcionario de carrera o laboral fijo, bien por personal ajeno a las mismas, debiendo definirse tal circunstancia en los respectivos instrumentos de ordenación de los puestos de trabajo de naturaleza directiva.».","Los puestos de trabajo que integran la Dirección Pública Profesional de las administraciones públicas incluidas en el ámbito de aplicación de esta ley podrán ser provistos bien por su propio personal funcionario de carrera o laboral fijo, bien por personal ajeno a las mismas, debiendo definirse tal circunstancia en los respectivos instrumentos de ordenación de los puestos de trabajo de naturaleza directiva.",,una_previsión_literal_y_tres_mutaciones_controladas,9,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-023-83dca1090dc69e,v1-densidad-25-editorial-contextual,23,3.,Requisitos de los puestos de trabajo que integran la Dirección Pública Profesional.,Título III. Personal al servicio de las administraciones públicas,Capítulo II. Dirección Pública Profesional,,3,identificación_del_precepto,seleccionar_correcta,"Atendiendo al tenor del artículo 23 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, relativo a «Requisitos de los puestos de trabajo que integran la Dirección Pública Profesional», indique la opción correcta:","El artículo 23 de la Ley 4/2021 dispone: «En la Administración de la Generalitat únicamente podrán acceder a puestos de la Dirección Pública Profesional reservados a personal funcionario de carrera, quienes pertenezcan a cuerpos o escalas del grupo A, subgrupo A1, y tengan reconocido, al menos, un nivel competencial 24 y el grado de desarrollo profesional II. Además, su incumplimiento carece de efectos jurídicos».","El artículo 23 de la Ley 4/2021 dispone: «En la Administración de la Generalitat únicamente podrán acceder a puestos de la Dirección Pública Profesional reservados a personal eventual, quienes pertenezcan a cuerpos o escalas del grupo A, subgrupo A1, y tengan reconocido, al menos, un nivel competencial 24 y el grado de desarrollo profesional II».","El artículo 23 de la Ley 4/2021 dispone: «En la Administración de la Generalitat únicamente podrán acceder a puestos de la Dirección Pública Profesional reservados a personal funcionario de carrera, quienes pertenezcan a cuerpos o escalas del grupo A, subgrupo A1, y tengan reconocido, al menos, un nivel competencial 24 y el grado de desarrollo profesional II».","El artículo 23 de la Ley 4/2021 dispone: «En la Administración de la Generalitat únicamente podrán acceder a puestos de la Dirección Pública Profesional reservados a personal laboral temporal, quienes pertenezcan a cuerpos o escalas del grupo A, subgrupo A1, y tengan reconocido, al menos, un nivel competencial 24 y el grado de desarrollo profesional II».",C,"La opción correcta reproduce la previsión del artículo 23: «En la Administración de la Generalitat únicamente podrán acceder a puestos de la Dirección Pública Profesional reservados a personal funcionario de carrera, quienes pertenezcan a cuerpos o escalas del grupo A, subgrupo A1, y tengan reconocido, al menos, un nivel competencial 24 y el grado de desarrollo profesional II.».","En la Administración de la Generalitat únicamente podrán acceder a puestos de la Dirección Pública Profesional reservados a personal funcionario de carrera, quienes pertenezcan a cuerpos o escalas del grupo A, subgrupo A1, y tengan reconocido, al menos, un nivel competencial 24 y el grado de desarrollo profesional II.",,una_previsión_literal_y_tres_mutaciones_controladas,9,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-024-907e1d6d5ac48e,v1-densidad-25-editorial-contextual,24,,Instrumento de ordenación de la Dirección Pública Profesional.,Título III. Personal al servicio de las administraciones públicas,Capítulo II. Dirección Pública Profesional,,1,localización_normativa,seleccionar_correcta,"¿En qué artículo de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana se regula «Instrumento de ordenación de la Dirección Pública Profesional»?",La materia se regula en el artículo 23 de la Ley 4/2021.,La materia se regula en el artículo 25 de la Ley 4/2021.,La materia se regula en el artículo 22 de la Ley 4/2021.,La materia se regula en el artículo 24 de la Ley 4/2021.,D,«Instrumento de ordenación de la Dirección Pública Profesional» es la rúbrica del artículo 24.,Artículo 24. Instrumento de ordenación de la Dirección Pública Profesional.,,localización_de_artículo,0,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-024-752e89db726672,v1-densidad-25-editorial-contextual,24,,Instrumento de ordenación de la Dirección Pública Profesional.,Título III. Personal al servicio de las administraciones públicas,Capítulo II. Dirección Pública Profesional,,1,denominación_del_artículo,seleccionar_correcta,"Según la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, ¿cuál es la denominación correcta del artículo 24?",El artículo 24 de la Ley 4/2021 se denomina «Instrumento de ordenación de la Dirección Pública Profesional».,El artículo 24 de la Ley 4/2021 se denomina «Requisitos de los puestos de trabajo que integran la Dirección Pública Profesional».,El artículo 24 de la Ley 4/2021 se denomina «Procedimiento de designación del personal directivo público profesional».,El artículo 24 de la Ley 4/2021 se denomina «Puestos de trabajo que integran la Dirección Pública Profesional».,A,El artículo 24 se denomina «Instrumento de ordenación de la Dirección Pública Profesional».,Artículo 24. Instrumento de ordenación de la Dirección Pública Profesional.,,identificación_de_rúbrica,4,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-024-664a5abe35c198,v1-densidad-25-editorial-contextual,24,1.,Instrumento de ordenación de la Dirección Pública Profesional.,Título III. Personal al servicio de las administraciones públicas,Capítulo II. Dirección Pública Profesional,,3,identificación_del_precepto,seleccionar_correcta,"Según el artículo 24 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, relativo a «Instrumento de ordenación de la Dirección Pública Profesional», ¿cuál de las siguientes afirmaciones reproduce correctamente una previsión del precepto?","El artículo 24 de la Ley 4/2021 dispone: «Los puestos de trabajo que integran la Dirección Pública Profesional deberán estar expresamente establecidos en la norma organizativa de la presidencia de la Generalitat, conselleria u organismo a la que estén adscritos y se incluirán en una relación de puestos de trabajo específica, diferenciada de la relación que incluya la totalidad de puestos de trabajo de naturaleza funcionarial, laboral y eventual, y que de acuerdo con lo previsto en la legislación básica de empleo público, no será materia obligatoria de negociación colectiva. Además, únicamente puede aplicarse mediante actuación presencial».","El artículo 24 de la Ley 4/2021 dispone: «Los puestos de trabajo que integran la Dirección Pública Profesional deberán estar expresamente establecidos en la norma organizativa de la presidencia de la Generalitat, conselleria u organismo a la que estén adscritos y se incluirán en una relación de puestos de trabajo específica, diferenciada de la relación que incluya la totalidad de puestos de trabajo de naturaleza funcionarial, laboral y eventual, y que de acuerdo con lo previsto en la legislación básica de empleo público, no será materia obligatoria de negociación colectiva».","El artículo 24 de la Ley 4/2021 dispone: «Los puestos de trabajo que integran la Dirección Pública Profesional deberán estar expresamente establecidos en la norma organizativa de la presidencia de la Generalitat, conselleria u organismo a la que estén adscritos y se incluirán en una relación de puestos de trabajo específica, diferenciada de la relación que incluya la totalidad de puestos de trabajo de naturaleza funcionarial, laboral y eventual, y que de acuerdo con lo previsto en la legislación básica de empleo público, no será materia obligatoria de negociación colectiva. Además, su incumplimiento carece de efectos jurídicos».","El artículo 24 de la Ley 4/2021 dispone: «Los puestos de trabajo que integran la Dirección Pública Profesional podrán libremente estar expresamente establecidos en la norma organizativa de la presidencia de la Generalitat, conselleria u organismo a la que estén adscritos y se incluirán en una relación de puestos de trabajo específica, diferenciada de la relación que incluya la totalidad de puestos de trabajo de naturaleza funcionarial, laboral y eventual, y que de acuerdo con lo previsto en la legislación básica de empleo público, no será materia obligatoria de negociación colectiva».",B,"La opción correcta reproduce la previsión del artículo 24: «Los puestos de trabajo que integran la Dirección Pública Profesional deberán estar expresamente establecidos en la norma organizativa de la presidencia de la Generalitat, conselleria u organismo a la que estén adscritos y se incluirán en una relación de puestos de trabajo específica, diferenciada de la relación que incluya la totalidad de puestos de trabajo de naturaleza funcionarial, laboral y eventual, y que de acuerdo con lo previsto en la legislación básica de empleo público, no será materia obligatoria de negociación colectiva.».","Los puestos de trabajo que integran la Dirección Pública Profesional deberán estar expresamente establecidos en la norma organizativa de la presidencia de la Generalitat, conselleria u organismo a la que estén adscritos y se incluirán en una relación de puestos de trabajo específica, diferenciada de la relación que incluya la totalidad de puestos de trabajo de naturaleza funcionarial, laboral y eventual, y que de acuerdo con lo previsto en la legislación básica de empleo público, no será materia obligatoria de negociación colectiva.",,una_previsión_literal_y_tres_mutaciones_controladas,7,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-024-96f13df26216f0,v1-densidad-25-editorial-contextual,24,a),Instrumento de ordenación de la Dirección Pública Profesional.,Título III. Personal al servicio de las administraciones públicas,Capítulo II. Dirección Pública Profesional,,2,identificación_del_precepto,seleccionar_correcta,"De acuerdo con el artículo 24 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, sobre «Instrumento de ordenación de la Dirección Pública Profesional», señale la afirmación correcta:",El artículo 24 de la Ley 4/2021 dispone: «Las entidades locales de la Comunitat Valenciana».,El artículo 24 de la Ley 4/2021 dispone: «Las universidades públicas de la Comunitat Valenciana».,El artículo 24 de la Ley 4/2021 dispone: «Denominación del puesto de trabajo».,El artículo 24 de la Ley 4/2021 dispone: «Personal funcionario interino».,C,La opción correcta reproduce la previsión del artículo 24: «Denominación del puesto de trabajo.».,Denominación del puesto de trabajo.,,una_previsión_literal_y_tres_mutaciones_controladas,4,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-024-b8f090f2260557,v1-densidad-25-editorial-contextual,24,b),Instrumento de ordenación de la Dirección Pública Profesional.,Título III. Personal al servicio de las administraciones públicas,Capítulo II. Dirección Pública Profesional,,2,literal_con_hueco,seleccionar_correcta,"Conforme al artículo 24 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, relativo a «Instrumento de ordenación de la Dirección Pública Profesional», ¿qué formulación completa correctamente una de sus previsiones?",El artículo 24 de la Ley 4/2021 dispone: «Las universidades públicas de la Comunitat Valenciana».,El artículo 24 de la Ley 4/2021 dispone: «Las referidas al establecimiento y evaluación de objetivos».,"El artículo 24 de la Ley 4/2021 dispone: «Adscripción orgánica. Además, esta previsión exige siempre autorización judicial previa».",El artículo 24 de la Ley 4/2021 dispone: «Adscripción orgánica».,D,La opción correcta reproduce la previsión del artículo 24: «Adscripción orgánica.».,Adscripción orgánica.,,una_previsión_literal_y_tres_mutaciones_controladas,8,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-024-7bd3be1aafd841,v1-densidad-25-editorial-contextual,24,c),Instrumento de ordenación de la Dirección Pública Profesional.,Título III. Personal al servicio de las administraciones públicas,Capítulo II. Dirección Pública Profesional,,2,identificación_del_precepto,seleccionar_correcta,"Atendiendo al tenor del artículo 24 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, relativo a «Instrumento de ordenación de la Dirección Pública Profesional», indique la opción correcta:",El artículo 24 de la Ley 4/2021 dispone: «Los requisitos generales para la provisión del puesto».,"El artículo 24 de la Ley 4/2021 dispone: «Los requisitos generales para la provisión del puesto. Además, esta regla solo se aplica al personal eventual».","El artículo 24 de la Ley 4/2021 dispone: «Los requisitos generales para la provisión del puesto. Además, esta competencia corresponde exclusivamente a Les Corts».","El artículo 24 de la Ley 4/2021 dispone: «Los requisitos generales para la provisión del puesto. Además, su aplicación tiene carácter meramente facultativo para la Administración».",A,La opción correcta reproduce la previsión del artículo 24: «Los requisitos generales para la provisión del puesto.».,Los requisitos generales para la provisión del puesto.,,una_previsión_literal_y_tres_mutaciones_controladas,10,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-024-9cb9e57dfb1518,v1-densidad-25-editorial-contextual,24,d),Instrumento de ordenación de la Dirección Pública Profesional.,Título III. Personal al servicio de las administraciones públicas,Capítulo II. Dirección Pública Profesional,,2,identificación_del_precepto,seleccionar_correcta,"En relación con «Instrumento de ordenación de la Dirección Pública Profesional», regulado en el artículo 24 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, ¿qué regla aparece expresamente en el precepto?","El artículo 24 de la Ley 4/2021 dispone: «Los requisitos específicos del puesto, relacionados con las competencias profesionales requeridas para el desempeño del mismo. Además, requiere la conformidad de todas las organizaciones sindicales».","El artículo 24 de la Ley 4/2021 dispone: «Los requisitos específicos del puesto, relacionados con las competencias profesionales requeridas para el desempeño del mismo».","El artículo 24 de la Ley 4/2021 dispone: «Los requisitos específicos del puesto, relacionados con las competencias profesionales requeridas para el desempeño del mismo. Además, queda excluida cuando el procedimiento se inicia de oficio».","El artículo 24 de la Ley 4/2021 dispone: «Los requisitos específicos del puesto, relacionados con las competencias profesionales requeridas para el desempeño del mismo. Además, únicamente puede aplicarse mediante actuación presencial».",B,"La opción correcta reproduce la previsión del artículo 24: «Los requisitos específicos del puesto, relacionados con las competencias profesionales requeridas para el desempeño del mismo.».","Los requisitos específicos del puesto, relacionados con las competencias profesionales requeridas para el desempeño del mismo.",,una_previsión_literal_y_tres_mutaciones_controladas,10,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
L4FPV-024-b6cadd8dfdc676,v1-densidad-25-editorial-contextual,24,e),Instrumento de ordenación de la Dirección Pública Profesional.,Título III. Personal al servicio de las administraciones públicas,Capítulo II. Dirección Pública Profesional,,2,literal_con_hueco,seleccionar_correcta,"Según el artículo 24 de la Ley 4/2021, de 16 de abril, de la Función Pública Valenciana, sobre «Instrumento de ordenación de la Dirección Pública Profesional», seleccione la redacción que se ajusta al precepto:","El artículo 24 de la Ley 4/2021 dispone: «Las retribuciones asignadas al puesto. Además, su incumplimiento carece de efectos jurídicos».",El artículo 24 de la Ley 4/2021 dispone: «Dirección y gestión de personas».,El artículo 24 de la Ley 4/2021 dispone: «Las retribuciones asignadas al puesto».,El artículo 24 de la Ley 4/2021 dispone: «Especial dedicación y disponibilidad horaria».,C,La opción correcta reproduce la previsión del artículo 24: «Las retribuciones asignadas al puesto.».,Las retribuciones asignadas al puesto.,,una_previsión_literal_y_tres_mutaciones_controladas,7,100,,PASS,PASS,AUTO_PASS,Pendiente de revisión humana,Texto consolidado BOE; última modificación publicada el 06/05/2026,https://www.boe.es/buscar/act.php?id=BOE-A-2021-8880,2026-07-14
