question_id,norm_code,norm_title,block,scope,chapter,article,paragraph,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,pattern,option_length_gap,quality_score,quality_flags,editorial_audit_status,verification_status,review_status,source_version,source_url,source_pdf_url,source_retrieved_at
L5C-B-61-0091,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V",TÍTULO IV · CAPÍTULO I · Principios generales,61,único,3,afirmación_incorrecta,seleccionar_incorrecta,"De acuerdo con TÍTULO IV · CAPÍTULO I · Principios generales, señale la afirmación INCORRECTA:","El ejercicio de las competencias propias de cada órgano podrá ser delegado por éste en el órgano jerárquico inmediato inferior, salvo que por la aplicación del principio de eficacia sea aconsejable atribuirlo a otro órgano, sin que quepa la delegación de competencias delegadas.","La Administración Pública de la Generalitat se organiza y actúa con personalidad jurídica única, conforme a criterios de eficacia, publicidad, jerarquía, descentralización, desconcentración y coordinación, con sometimiento pleno a la ley y al derecho, dentro de la mayor economía de medios que permita la obtención de los fines que tiene encomendados.","De acuerdo con lo establecido en los artículos 44 al 48 del Estatut d’Autonomia de la Comunitat Valenciana, Les Corts reglamentará lo necesario para adaptar las normas de la Administración del Estado a la organización peculiar de la Generalitat.","La creación de todo órgano administrativo que suponga un incremento del gasto público irá precedido por un estudio económico del coste de su funcionamiento y del rendimiento o utilidad de sus servicios, así como de la posibilidad de aprovechamiento de los medios de otras Administraciones, en evitación de un incremento injustificado del gasto público.",C,"La afirmación incorrecta modifica una regla del artículo 61. El texto correcto es: «De acuerdo con lo establecido en los artículos 44 al 48 del Estatut d’Autonomia de la Comunitat Valenciana, el Consell reglamentará lo necesario para adaptar las normas de la Administración del Estado a la organización peculiar de la Generalitat.».","De acuerdo con lo establecido en los artículos 44 al 48 del Estatut d’Autonomia de la Comunitat Valenciana, el Consell reglamentará lo necesario para adaptar las normas de la Administración del Estado a la organización peculiar de la Generalitat.",tres_afirmaciones_verdaderas_y_una_regla_alterada,15,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-61-0092,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V",TÍTULO IV · CAPÍTULO I · Principios generales,61,único,3,localización_normativa,seleccionar_correcta,"¿En qué artículo de la Ley 5/1983 se establece la siguiente regla? «De acuerdo con lo establecido en los artículos 44 al 48 del Estatut d’Autonomia de la Comunitat Valenciana, el Consell reglamentará lo necesario para adaptar las normas de la Administración del Estado a la organización peculiar de la Generalitat.»",La regla figura en el artículo 60 de la Ley 5/1983.,La regla figura en el artículo 62 de la Ley 5/1983.,La regla figura en el artículo 30 de la Ley 5/1983.,La regla figura en el artículo 61 de la Ley 5/1983.,D,"La regla se encuentra en el artículo 61, apartado único.","De acuerdo con lo establecido en los artículos 44 al 48 del Estatut d’Autonomia de la Comunitat Valenciana, el Consell reglamentará lo necesario para adaptar las normas de la Administración del Estado a la organización peculiar de la Generalitat.",localización_de_artículo,0,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-62-0093,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V",TÍTULO IV · CAPÍTULO I · Principios generales,62,único,3,identificación_del_precepto,seleccionar_correcta,"Según el artículo 62 de la Ley 5/1983, ¿cuál de las siguientes afirmaciones se ajusta al precepto?","La creación de todo órgano administrativo que suponga un incremento del gasto público irá precedido por un estudio económico del coste de su funcionamiento y del rendimiento o utilidad de sus servicios, así como de la posibilidad de aprovechamiento de los medios de otras Administraciones, en evitación de un incremento injustificado del gasto público.","La Administración Pública de la Generalitat se organiza y actúa con personalidad jurídica única, conforme a criterios de eficacia, publicidad, jerarquía, descentralización, desconcentración y coordinación, con sometimiento pleno a la ley y al derecho, dentro de la mayor economía de medios que permita la obtención de los fines que tiene encomendados.","Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Cualquier otra competencia que sea inherente a los servicios comunes de la Consellería o Presidencia, según los casos, y las que le sean atribuidas por la normativa vigente.","Los Secretarios autonómicos llevan a cabo las siguientes funciones ejecutivas: Impulsar y coordinar la consecución de los programas y la ejecución de los proyectos que desempeñen los Centros Directivos que estén bajo su dependencia, controlando y supervisando el cumplimiento de los objetivos que fijen el President, Vicepresidentes o Conseller competente.",A,"La opción correcta reproduce una regla del artículo 62: «La creación de todo órgano administrativo que suponga un incremento del gasto público irá precedido por un estudio económico del coste de su funcionamiento y del rendimiento o utilidad de sus servicios, así como de la posibilidad de aprovechamiento de los medios de otras Administraciones, en evitación de un incremento injustificado del gasto público.».","La creación de todo órgano administrativo que suponga un incremento del gasto público irá precedido por un estudio económico del coste de su funcionamiento y del rendimiento o utilidad de sus servicios, así como de la posibilidad de aprovechamiento de los medios de otras Administraciones, en evitación de un incremento injustificado del gasto público.",una_regla_del_artículo_y_tres_reglas_de_otros_preceptos,7,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-62-0094,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V",TÍTULO IV · CAPÍTULO I · Principios generales,62,único,4,literal_con_alteración_controlada,seleccionar_correcta,"¿Qué formulación reproduce correctamente la regla del artículo 62, apartado único?","La Ley 5/1983 no establece que la creación de todo órgano administrativo que suponga un incremento del gasto público irá precedido por un estudio económico del coste de su funcionamiento y del rendimiento o utilidad de sus servicios, así como de la posibilidad de aprovechamiento de los medios de otras Administraciones, en evitación de un incremento injustificado del gasto público.","La creación de todo órgano administrativo que suponga un incremento del gasto público irá precedido por un estudio económico del coste de su funcionamiento y del rendimiento o utilidad de sus servicios, así como de la posibilidad de aprovechamiento de los medios de otras Administraciones, en evitación de un incremento injustificado del gasto público.","La Ley 5/1983 no dispone que la creación de todo órgano administrativo que suponga un incremento del gasto público irá precedido por un estudio económico del coste de su funcionamiento y del rendimiento o utilidad de sus servicios, así como de la posibilidad de aprovechamiento de los medios de otras Administraciones, en evitación de un incremento injustificado del gasto público.",La competencia indicada corresponde exclusivamente a un órgano distinto del mencionado.,B,"La formulación correcta mantiene los elementos del texto legal: «La creación de todo órgano administrativo que suponga un incremento del gasto público irá precedido por un estudio económico del coste de su funcionamiento y del rendimiento o utilidad de sus servicios, así como de la posibilidad de aprovechamiento de los medios de otras Administraciones, en evitación de un incremento injustificado del gasto público.».","La creación de todo órgano administrativo que suponga un incremento del gasto público irá precedido por un estudio económico del coste de su funcionamiento y del rendimiento o utilidad de sus servicios, así como de la posibilidad de aprovechamiento de los medios de otras Administraciones, en evitación de un incremento injustificado del gasto público.",órgano_plazo_mayoría_o_modalidad_alterados,49,94,brecha_longitud_alta,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-62-0095,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V",TÍTULO IV · CAPÍTULO I · Principios generales,62,único,3,afirmación_incorrecta,seleccionar_incorrecta,"De acuerdo con TÍTULO IV · CAPÍTULO I · Principios generales, señale la afirmación INCORRECTA:","La Administración Pública de la Generalitat se organiza y actúa con personalidad jurídica única, conforme a criterios de eficacia, publicidad, jerarquía, descentralización, desconcentración y coordinación, con sometimiento pleno a la ley y al derecho, dentro de la mayor economía de medios que permita la obtención de los fines que tiene encomendados.","El ejercicio de las competencias propias de cada órgano podrá ser delegado por éste en el órgano jerárquico inmediato inferior, salvo que por la aplicación del principio de eficacia sea aconsejable atribuirlo a otro órgano, sin que quepa la delegación de competencias delegadas.","La Ley 5/1983 no establece que la creación de todo órgano administrativo que suponga un incremento del gasto público irá precedido por un estudio económico del coste de su funcionamiento y del rendimiento o utilidad de sus servicios, así como de la posibilidad de aprovechamiento de los medios de otras Administraciones, en evitación de un incremento injustificado del gasto público.","De acuerdo con lo establecido en los artículos 44 al 48 del Estatut d’Autonomia de la Comunitat Valenciana, el Consell reglamentará lo necesario para adaptar las normas de la Administración del Estado a la organización peculiar de la Generalitat.",C,"La afirmación incorrecta modifica una regla del artículo 62. El texto correcto es: «La creación de todo órgano administrativo que suponga un incremento del gasto público irá precedido por un estudio económico del coste de su funcionamiento y del rendimiento o utilidad de sus servicios, así como de la posibilidad de aprovechamiento de los medios de otras Administraciones, en evitación de un incremento injustificado del gasto público.».","La creación de todo órgano administrativo que suponga un incremento del gasto público irá precedido por un estudio económico del coste de su funcionamiento y del rendimiento o utilidad de sus servicios, así como de la posibilidad de aprovechamiento de los medios de otras Administraciones, en evitación de un incremento injustificado del gasto público.",tres_afirmaciones_verdaderas_y_una_regla_alterada,21,97,brecha_longitud_media,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-62-0096,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V",TÍTULO IV · CAPÍTULO I · Principios generales,62,único,3,localización_normativa,seleccionar_correcta,"¿En qué artículo de la Ley 5/1983 se establece la siguiente regla? «La creación de todo órgano administrativo que suponga un incremento del gasto público irá precedido por un estudio económico del coste de su funcionamiento y del rendimiento o utilidad de sus servicios, así como de la posibilidad de aprovechamiento de los medios de otras Administraciones, en evitación de un incremento injustificado del gasto público.»",La regla figura en el artículo 61 de la Ley 5/1983.,La regla figura en el artículo 63 de la Ley 5/1983.,La regla figura en el artículo 60 de la Ley 5/1983.,La regla figura en el artículo 62 de la Ley 5/1983.,D,"La regla se encuentra en el artículo 62, apartado único.","La creación de todo órgano administrativo que suponga un incremento del gasto público irá precedido por un estudio económico del coste de su funcionamiento y del rendimiento o utilidad de sus servicios, así como de la posibilidad de aprovechamiento de los medios de otras Administraciones, en evitación de un incremento injustificado del gasto público.",localización_de_artículo,0,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-63-0097,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V",TÍTULO IV · CAPÍTULO I · Principios generales,63,1,3,identificación_del_precepto,seleccionar_correcta,"Según el artículo 63 de la Ley 5/1983, ¿cuál de las siguientes afirmaciones se ajusta al precepto?","El ejercicio de las competencias propias de cada órgano podrá ser delegado por éste en el órgano jerárquico inmediato inferior, salvo que por la aplicación del principio de eficacia sea aconsejable atribuirlo a otro órgano, sin que quepa la delegación de competencias delegadas.","Los Consellers, como miembros del Consell y Jefes de Departamento, tienen las siguientes funciones: Ejercer la dirección, iniciativa e inspección de todos los servicios del Departamento y la alta inspección y demás funciones que les correspondan respecto a los Organismos Autónomos adscritos al mismo.","Asimismo, los Subsecretarios tienen competencia respecto a los servicios comunes, la supervisión y recopilación de documentos, y asistencia en las materias propias de cada Consellería, especialmente en orden a: Elaborar proyectos o planes de actuación y programas de necesidades de la Consellería.","De acuerdo con lo establecido en los artículos 44 al 48 del Estatut d’Autonomia de la Comunitat Valenciana, el Consell reglamentará lo necesario para adaptar las normas de la Administración del Estado a la organización peculiar de la Generalitat.",A,"La opción correcta reproduce una regla del artículo 63: «El ejercicio de las competencias propias de cada órgano podrá ser delegado por éste en el órgano jerárquico inmediato inferior, salvo que por la aplicación del principio de eficacia sea aconsejable atribuirlo a otro órgano, sin que quepa la delegación de competencias delegadas.».","El ejercicio de las competencias propias de cada órgano podrá ser delegado por éste en el órgano jerárquico inmediato inferior, salvo que por la aplicación del principio de eficacia sea aconsejable atribuirlo a otro órgano, sin que quepa la delegación de competencias delegadas.",una_regla_del_artículo_y_tres_reglas_de_otros_preceptos,5,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-63-0098,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V",TÍTULO IV · CAPÍTULO I · Principios generales,63,1,4,literal_con_alteración_controlada,seleccionar_correcta,"¿Qué formulación reproduce correctamente la regla del artículo 63, apartado 1?","El ejercicio de las competencias propias de cada órgano no podrá ser delegado por éste en el órgano jerárquico inmediato inferior, salvo que por la aplicación del principio de eficacia sea aconsejable atribuirlo a otro órgano, sin que quepa la delegación de competencias delegadas.","El ejercicio de las competencias propias de cada órgano podrá ser delegado por éste en el órgano jerárquico inmediato inferior, salvo que por la aplicación del principio de eficacia sea aconsejable atribuirlo a otro órgano, sin que quepa la delegación de competencias delegadas.","La Ley 5/1983 no dispone que el ejercicio de las competencias propias de cada órgano podrá ser delegado por éste en el órgano jerárquico inmediato inferior, salvo que por la aplicación del principio de eficacia sea aconsejable atribuirlo a otro órgano, sin que quepa la delegación de competencias delegadas.",La competencia indicada corresponde exclusivamente a un órgano distinto del mencionado.,B,"La formulación correcta mantiene los elementos del texto legal: «El ejercicio de las competencias propias de cada órgano podrá ser delegado por éste en el órgano jerárquico inmediato inferior, salvo que por la aplicación del principio de eficacia sea aconsejable atribuirlo a otro órgano, sin que quepa la delegación de competencias delegadas.».","El ejercicio de las competencias propias de cada órgano podrá ser delegado por éste en el órgano jerárquico inmediato inferior, salvo que por la aplicación del principio de eficacia sea aconsejable atribuirlo a otro órgano, sin que quepa la delegación de competencias delegadas.",órgano_plazo_mayoría_o_modalidad_alterados,38,94,brecha_longitud_alta,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-63-0099,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V",TÍTULO IV · CAPÍTULO I · Principios generales,63,1,3,afirmación_incorrecta,seleccionar_incorrecta,"De acuerdo con TÍTULO IV · CAPÍTULO I · Principios generales, señale la afirmación INCORRECTA:","De acuerdo con lo establecido en los artículos 44 al 48 del Estatut d’Autonomia de la Comunitat Valenciana, el Consell reglamentará lo necesario para adaptar las normas de la Administración del Estado a la organización peculiar de la Generalitat.","La Administración Pública de la Generalitat se organiza y actúa con personalidad jurídica única, conforme a criterios de eficacia, publicidad, jerarquía, descentralización, desconcentración y coordinación, con sometimiento pleno a la ley y al derecho, dentro de la mayor economía de medios que permita la obtención de los fines que tiene encomendados.","El ejercicio de las competencias propias de cada órgano no podrá ser delegado por éste en el órgano jerárquico inmediato inferior, salvo que por la aplicación del principio de eficacia sea aconsejable atribuirlo a otro órgano, sin que quepa la delegación de competencias delegadas.","La creación de todo órgano administrativo que suponga un incremento del gasto público irá precedido por un estudio económico del coste de su funcionamiento y del rendimiento o utilidad de sus servicios, así como de la posibilidad de aprovechamiento de los medios de otras Administraciones, en evitación de un incremento injustificado del gasto público.",C,"La afirmación incorrecta modifica una regla del artículo 63. El texto correcto es: «El ejercicio de las competencias propias de cada órgano podrá ser delegado por éste en el órgano jerárquico inmediato inferior, salvo que por la aplicación del principio de eficacia sea aconsejable atribuirlo a otro órgano, sin que quepa la delegación de competencias delegadas.».","El ejercicio de las competencias propias de cada órgano podrá ser delegado por éste en el órgano jerárquico inmediato inferior, salvo que por la aplicación del principio de eficacia sea aconsejable atribuirlo a otro órgano, sin que quepa la delegación de competencias delegadas.",tres_afirmaciones_verdaderas_y_una_regla_alterada,15,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-63-0100,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V",TÍTULO IV · CAPÍTULO I · Principios generales,63,1,3,localización_normativa,seleccionar_correcta,"¿En qué artículo de la Ley 5/1983 se establece la siguiente regla? «El ejercicio de las competencias propias de cada órgano podrá ser delegado por éste en el órgano jerárquico inmediato inferior, salvo que por la aplicación del principio de eficacia sea aconsejable atribuirlo a otro órgano, sin que quepa la delegación de competencias delegadas.»",La regla figura en el artículo 62 de la Ley 5/1983.,La regla figura en el artículo 64 de la Ley 5/1983.,La regla figura en el artículo 61 de la Ley 5/1983.,La regla figura en el artículo 63 de la Ley 5/1983.,D,"La regla se encuentra en el artículo 63, apartado 1.","El ejercicio de las competencias propias de cada órgano podrá ser delegado por éste en el órgano jerárquico inmediato inferior, salvo que por la aplicación del principio de eficacia sea aconsejable atribuirlo a otro órgano, sin que quepa la delegación de competencias delegadas.",localización_de_artículo,0,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-63-0101,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V",TÍTULO IV · CAPÍTULO I · Principios generales,63,2,2,identificación_del_precepto,seleccionar_correcta,"Según el artículo 63 de la Ley 5/1983, ¿cuál de las siguientes afirmaciones se ajusta al precepto?",Las competencias propias del Consell son delegables en cualquier caso en las Comisiones Delegadas del Consell.,"Los Consellers cesan en sus funciones: Por separación de su cargo, decidida libremente por el President.",Se aprobará por el Consell un Reglamento orgánico de cada Conselleria a propuesta del Conseller respectivo.,Son funciones de los Directores generales: Establecer el régimen interno de las oficinas de ellos dependientes.,A,La opción correcta reproduce una regla del artículo 63: «Las competencias propias del Consell son delegables en cualquier caso en las Comisiones Delegadas del Consell.».,Las competencias propias del Consell son delegables en cualquier caso en las Comisiones Delegadas del Consell.,una_regla_del_artículo_y_tres_reglas_de_otros_preceptos,0,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-63-0102,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V",TÍTULO IV · CAPÍTULO I · Principios generales,63,2,3,literal_con_alteración_controlada,seleccionar_correcta,"¿Qué formulación reproduce correctamente la regla del artículo 63, apartado 2?",Las competencias propias del Consell son delegables en cualquier caso en las Comisiones de Les Corts.,Las competencias propias del Consell son delegables en cualquier caso en las Comisiones Delegadas del Consell.,Las competencias propias del Consell son delegables en cualquier caso en las Diputación Permanente.,Las competencias propias del Consell son delegables en cualquier caso en las Comisiones provinciales.,B,La formulación correcta mantiene los elementos del texto legal: «Las competencias propias del Consell son delegables en cualquier caso en las Comisiones Delegadas del Consell.».,Las competencias propias del Consell son delegables en cualquier caso en las Comisiones Delegadas del Consell.,órgano_plazo_mayoría_o_modalidad_alterados,2,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-63-0103,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V",TÍTULO IV · CAPÍTULO I · Principios generales,63,2,3,afirmación_incorrecta,seleccionar_incorrecta,"De acuerdo con TÍTULO IV · CAPÍTULO I · Principios generales, señale la afirmación INCORRECTA:","De acuerdo con lo establecido en los artículos 44 al 48 del Estatut d’Autonomia de la Comunitat Valenciana, el Consell reglamentará lo necesario para adaptar las normas de la Administración del Estado a la organización peculiar de la Generalitat.","La Administración Pública de la Generalitat se organiza y actúa con personalidad jurídica única, conforme a criterios de eficacia, publicidad, jerarquía, descentralización, desconcentración y coordinación, con sometimiento pleno a la ley y al derecho, dentro de la mayor economía de medios que permita la obtención de los fines que tiene encomendados.",Las competencias propias del Consell son delegables en cualquier caso en las Comisiones de Les Corts.,"La creación de todo órgano administrativo que suponga un incremento del gasto público irá precedido por un estudio económico del coste de su funcionamiento y del rendimiento o utilidad de sus servicios, así como de la posibilidad de aprovechamiento de los medios de otras Administraciones, en evitación de un incremento injustificado del gasto público.",C,La afirmación incorrecta modifica una regla del artículo 63. El texto correcto es: «Las competencias propias del Consell son delegables en cualquier caso en las Comisiones Delegadas del Consell.».,Las competencias propias del Consell son delegables en cualquier caso en las Comisiones Delegadas del Consell.,tres_afirmaciones_verdaderas_y_una_regla_alterada,38,94,brecha_longitud_alta,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-63-0104,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V",TÍTULO IV · CAPÍTULO I · Principios generales,63,2,3,localización_normativa,seleccionar_correcta,¿En qué artículo de la Ley 5/1983 se establece la siguiente regla? «Las competencias propias del Consell son delegables en cualquier caso en las Comisiones Delegadas del Consell.»,La regla figura en el artículo 62 de la Ley 5/1983.,La regla figura en el artículo 64 de la Ley 5/1983.,La regla figura en el artículo 61 de la Ley 5/1983.,La regla figura en el artículo 63 de la Ley 5/1983.,D,"La regla se encuentra en el artículo 63, apartado 2.",Las competencias propias del Consell son delegables en cualquier caso en las Comisiones Delegadas del Consell.,localización_de_artículo,0,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-63-0105,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V",TÍTULO IV · CAPÍTULO I · Principios generales,63,3.a,2,identificación_del_precepto,seleccionar_correcta,"Según el artículo 63 de la Ley 5/1983, ¿cuál de las siguientes afirmaciones se ajusta al precepto?",No son delegables las siguientes competencias: Las que procedan de una atribución expresa del Estatuto de Autonomía.,"La organización de las Consellerías se estructura en tres niveles: Órganos superiores, nivel directivo y nivel administrativo.","Los Consellers cesan en sus funciones: Por separación de su cargo, decidida libremente por el President.",Se aprobará por el Consell un Reglamento orgánico de cada Conselleria a propuesta del Conseller respectivo.,A,La opción correcta reproduce una regla del artículo 63: «No son delegables las siguientes competencias: Las que procedan de una atribución expresa del Estatuto de Autonomía.».,No son delegables las siguientes competencias: Las que procedan de una atribución expresa del Estatuto de Autonomía.,una_regla_del_artículo_y_tres_reglas_de_otros_preceptos,1,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-B-63-0106,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque B — Consellerias, Administración Pública y responsabilidad","Título II, capítulos IV y V; Títulos IV y V",TÍTULO IV · CAPÍTULO I · Principios generales,63,3.a,3,literal_con_alteración_controlada,seleccionar_correcta,"¿Qué formulación reproduce correctamente la regla del artículo 63, apartado 3.a?",son delegables las siguientes competencias: Las que procedan de una atribución expresa del Estatuto de Autonomía.,No son delegables las siguientes competencias: Las que procedan de una atribución expresa del Estatuto de Autonomía.,La Ley 5/1983 no dispone que no son delegables las siguientes competencias: Las que procedan de una atribución expresa del Estatuto de Autonomía.,La competencia indicada corresponde exclusivamente a un órgano distinto del mencionado.,B,La formulación correcta mantiene los elementos del texto legal: «No son delegables las siguientes competencias: Las que procedan de una atribución expresa del Estatuto de Autonomía.».,No son delegables las siguientes competencias: Las que procedan de una atribución expresa del Estatuto de Autonomía.,órgano_plazo_mayoría_o_modalidad_alterados,12,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
