question_id,norm_code,norm_title,block,scope,chapter,article,paragraph,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,pattern,option_length_gap,quality_score,quality_flags,editorial_audit_status,verification_status,review_status,source_version,source_url,source_pdf_url,source_retrieved_at
L5C-A-10-0154,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque A — President, Consell y relaciones con Les Corts","Título I; Título II, capítulos I, II, III y VI; Título III",TÍTULO I · CAPÍTULO II · De las atribuciones del President,10,e,4,literal_con_alteración_controlada,seleccionar_correcta,"¿Qué formulación reproduce correctamente la regla del artículo 10, apartado e?","Al Presidente de Les Corts, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de las Cortes Generales, previo acuerdo de Les Corts, la facultad de dictar normas legislativas en materias de competencia estatal, de conformidad con el artículo 150.1 de la Constitución y el artículo 60.1 del Estatut d’Autonomia de la Comunitat Valenciana.","Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de las Cortes Generales, previo acuerdo de Les Corts, la facultad de dictar normas legislativas en materias de competencia estatal, de conformidad con el artículo 150.1 de la Constitución y el artículo 60.1 del Estatut d’Autonomia de la Comunitat Valenciana.","Al Consell, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de las Cortes Generales, previo acuerdo de Les Corts, la facultad de dictar normas legislativas en materias de competencia estatal, de conformidad con el artículo 150.1 de la Constitución y el artículo 60.1 del Estatut d’Autonomia de la Comunitat Valenciana.","Al Rey, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de las Cortes Generales, previo acuerdo de Les Corts, la facultad de dictar normas legislativas en materias de competencia estatal, de conformidad con el artículo 150.1 de la Constitución y el artículo 60.1 del Estatut d’Autonomia de la Comunitat Valenciana.",B,"La formulación correcta mantiene los elementos del texto legal: «Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de las Cortes Generales, previo acuerdo de Les Corts, la facultad de dictar normas legislativas en materias de competencia estatal, de conformidad con el artículo 150.1 de la Constitución y el artículo 60.1 del Estatut d’Autonomia de la Comunitat Valenciana.».","Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de las Cortes Generales, previo acuerdo de Les Corts, la facultad de dictar normas legislativas en materias de competencia estatal, de conformidad con el artículo 150.1 de la Constitución y el artículo 60.1 del Estatut d’Autonomia de la Comunitat Valenciana.",órgano_plazo_mayoría_o_modalidad_alterados,3,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-A-10-0155,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque A — President, Consell y relaciones con Les Corts","Título I; Título II, capítulos I, II, III y VI; Título III",TÍTULO I · CAPÍTULO II · De las atribuciones del President,10,e,4,afirmación_incorrecta,seleccionar_incorrecta,"De acuerdo con TÍTULO I · CAPÍTULO II · De las atribuciones del President, señale la afirmación INCORRECTA:","Corresponde al President de la Generalitat, en su condición de representante ordinario del Estado en la Comunitat Valenciana, promulgar, en nombre del Rey, las Leyes de la Generalitat y disponer lo necesario para su publicación en el «Diari Oficial de la Comunitat Valenciana», en el plazo de quince días de su aprobación, y en el «Boletín Oficial del Estado».","El President de la Generalitat dirige y coordina las acciones del Consell, sin perjuicio de las atribuciones y responsabilidad de cada Conseller en su gestión; a tal efecto le corresponde: Proponer, en el marco de la legislación estatal, la celebración de consultas populares en el ámbito de la Comunitat Valenciana, sobre cuestiones de interés general en materias autonómicas o locales.","Al Presidente de Les Corts, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de las Cortes Generales, previo acuerdo de Les Corts, la facultad de dictar normas legislativas en materias de competencia estatal, de conformidad con el artículo 150.1 de la Constitución y el artículo 60.1 del Estatut d’Autonomia de la Comunitat Valenciana.","El President de la Generalitat dirige y coordina las acciones del Consell, sin perjuicio de las atribuciones y responsabilidad de cada Conseller en su gestión; a tal efecto le corresponde: Previa deliberación del Consell, plantear ante Les Corts, en escrito motivado, la cuestión de confianza sobre su programa, una decisión política o un proyecto de Ley, conforme se establece en el artículo 30 del Estatut d’Autonomia.",C,"La afirmación incorrecta modifica una regla del artículo 10. El texto correcto es: «Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de las Cortes Generales, previo acuerdo de Les Corts, la facultad de dictar normas legislativas en materias de competencia estatal, de conformidad con el artículo 150.1 de la Constitución y el artículo 60.1 del Estatut d’Autonomia de la Comunitat Valenciana.».","Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de las Cortes Generales, previo acuerdo de Les Corts, la facultad de dictar normas legislativas en materias de competencia estatal, de conformidad con el artículo 150.1 de la Constitución y el artículo 60.1 del Estatut d’Autonomia de la Comunitat Valenciana.",tres_afirmaciones_verdaderas_y_una_regla_alterada,7,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-A-10-0156,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque A — President, Consell y relaciones con Les Corts","Título I; Título II, capítulos I, II, III y VI; Título III",TÍTULO I · CAPÍTULO II · De las atribuciones del President,10,e,3,localización_normativa,seleccionar_correcta,"¿En qué artículo de la Ley 5/1983 se establece la siguiente regla? «Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de las Cortes Generales, previo acuerdo de Les Corts, la facultad de dictar normas legislativas en materias de competencia estatal, de conformidad con el artículo 150.1 de la Constitución y el artículo 60.1 del Estatut d’Autonomia de la Comunitat Valenciana.»",La regla figura en el artículo 9 de la Ley 5/1983.,La regla figura en el artículo 11 de la Ley 5/1983.,La regla figura en el artículo 8 de la Ley 5/1983.,La regla figura en el artículo 10 de la Ley 5/1983.,D,"La regla se encuentra en el artículo 10, apartado e.","Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de las Cortes Generales, previo acuerdo de Les Corts, la facultad de dictar normas legislativas en materias de competencia estatal, de conformidad con el artículo 150.1 de la Constitución y el artículo 60.1 del Estatut d’Autonomia de la Comunitat Valenciana.",localización_de_artículo,0,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-A-10-0157,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque A — President, Consell y relaciones con Les Corts","Título I; Título II, capítulos I, II, III y VI; Título III",TÍTULO I · CAPÍTULO II · De las atribuciones del President,10,f,3,identificación_del_precepto,seleccionar_correcta,"Según el artículo 10 de la Ley 5/1983, ¿cuál de las siguientes afirmaciones se ajusta al precepto?","Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de la Administración del Estado, previo acuerdo del Consell, la transferencia o delegación de competencias previstas en los apartados 2 y 3 del artículo 60 del Estatut d’Autonomia de la Comunitat Valenciana.","Cuando no existan Vicepresidentes, será sustituido por el Conseller que el President designe expresamente, y en su defecto, por el Conseller que más tiempo lleve ininterrumpidamente en el cargo, y en caso de igualdad, según el orden de precedencia de las Consellerías establecido en el Decreto de creación de las mismas.","En uso de sus funciones ejecutivas y administrativas, compete al Consell: Suscribir convenios y acuerdos de cooperación con el estado, otras comunidades autónomas e instituciones públicas sin perjuicio de su debate y previa aprobación por Les Corts y autorización de las Cortes Generales en los casos en que ésta procediera.","En la elaboración de los Reglamentos se seguirán los trámites siguientes: El órgano competente formulará el proyecto de disposición, debiéndose incorporar al expediente un informe sobre la necesidad y oportunidad del proyecto, así como una memoria económica sobre la estimación del coste previsto que pueda incidir en la administración.",A,"La opción correcta reproduce una regla del artículo 10: «Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de la Administración del Estado, previo acuerdo del Consell, la transferencia o delegación de competencias previstas en los apartados 2 y 3 del artículo 60 del Estatut d’Autonomia de la Comunitat Valenciana.».","Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de la Administración del Estado, previo acuerdo del Consell, la transferencia o delegación de competencias previstas en los apartados 2 y 3 del artículo 60 del Estatut d’Autonomia de la Comunitat Valenciana.",una_regla_del_artículo_y_tres_reglas_de_otros_preceptos,2,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-A-10-0158,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque A — President, Consell y relaciones con Les Corts","Título I; Título II, capítulos I, II, III y VI; Título III",TÍTULO I · CAPÍTULO II · De las atribuciones del President,10,f,4,literal_con_alteración_controlada,seleccionar_correcta,"¿Qué formulación reproduce correctamente la regla del artículo 10, apartado f?","Al Presidente de Les Corts, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de la Administración del Estado, previo acuerdo del Consell, la transferencia o delegación de competencias previstas en los apartados 2 y 3 del artículo 60 del Estatut d’Autonomia de la Comunitat Valenciana.","Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de la Administración del Estado, previo acuerdo del Consell, la transferencia o delegación de competencias previstas en los apartados 2 y 3 del artículo 60 del Estatut d’Autonomia de la Comunitat Valenciana.","Al Consell, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de la Administración del Estado, previo acuerdo del Consell, la transferencia o delegación de competencias previstas en los apartados 2 y 3 del artículo 60 del Estatut d’Autonomia de la Comunitat Valenciana.","Al Rey, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de la Administración del Estado, previo acuerdo del Consell, la transferencia o delegación de competencias previstas en los apartados 2 y 3 del artículo 60 del Estatut d’Autonomia de la Comunitat Valenciana.",B,"La formulación correcta mantiene los elementos del texto legal: «Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de la Administración del Estado, previo acuerdo del Consell, la transferencia o delegación de competencias previstas en los apartados 2 y 3 del artículo 60 del Estatut d’Autonomia de la Comunitat Valenciana.».","Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de la Administración del Estado, previo acuerdo del Consell, la transferencia o delegación de competencias previstas en los apartados 2 y 3 del artículo 60 del Estatut d’Autonomia de la Comunitat Valenciana.",órgano_plazo_mayoría_o_modalidad_alterados,3,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-A-10-0159,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque A — President, Consell y relaciones con Les Corts","Título I; Título II, capítulos I, II, III y VI; Título III",TÍTULO I · CAPÍTULO II · De las atribuciones del President,10,f,3,afirmación_incorrecta,seleccionar_incorrecta,"De acuerdo con TÍTULO I · CAPÍTULO II · De las atribuciones del President, señale la afirmación INCORRECTA:","El President de la Generalitat dirige y coordina las acciones del Consell, sin perjuicio de las atribuciones y responsabilidad de cada Conseller en su gestión; a tal efecto le corresponde: Convocar al Consell, fijar el orden del día, presidir sus reuniones, dirigir sus deliberaciones y levantar sus sesiones.","Corresponde al President de la Generalitat, en su condición de representante ordinario del Estado en la Comunitat Valenciana, promulgar, en nombre del Rey, las Leyes de la Generalitat y disponer lo necesario para su publicación en el «Diari Oficial de la Comunitat Valenciana», en el plazo de quince días de su aprobación, y en el «Boletín Oficial del Estado».","Al Presidente de Les Corts, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de la Administración del Estado, previo acuerdo del Consell, la transferencia o delegación de competencias previstas en los apartados 2 y 3 del artículo 60 del Estatut d’Autonomia de la Comunitat Valenciana.","En el supuesto en que el President nombre Vicepresidente o Vicepresidentes del Consell sin Conselleria asignada o Consellers sin cartera, éstos se integrarán en la estructura de la Presidencia, pudiéndoles ser adscritas las Secretarías Autonómicas y centros directivos que se consideren oportunos para llevar a cabo sus funciones.",C,"La afirmación incorrecta modifica una regla del artículo 10. El texto correcto es: «Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de la Administración del Estado, previo acuerdo del Consell, la transferencia o delegación de competencias previstas en los apartados 2 y 3 del artículo 60 del Estatut d’Autonomia de la Comunitat Valenciana.».","Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de la Administración del Estado, previo acuerdo del Consell, la transferencia o delegación de competencias previstas en los apartados 2 y 3 del artículo 60 del Estatut d’Autonomia de la Comunitat Valenciana.",tres_afirmaciones_verdaderas_y_una_regla_alterada,11,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-A-10-0160,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque A — President, Consell y relaciones con Les Corts","Título I; Título II, capítulos I, II, III y VI; Título III",TÍTULO I · CAPÍTULO II · De las atribuciones del President,10,f,3,localización_normativa,seleccionar_correcta,"¿En qué artículo de la Ley 5/1983 se establece la siguiente regla? «Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de la Administración del Estado, previo acuerdo del Consell, la transferencia o delegación de competencias previstas en los apartados 2 y 3 del artículo 60 del Estatut d’Autonomia de la Comunitat Valenciana.»",La regla figura en el artículo 9 de la Ley 5/1983.,La regla figura en el artículo 11 de la Ley 5/1983.,La regla figura en el artículo 8 de la Ley 5/1983.,La regla figura en el artículo 10 de la Ley 5/1983.,D,"La regla se encuentra en el artículo 10, apartado f.","Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Solicitar de la Administración del Estado, previo acuerdo del Consell, la transferencia o delegación de competencias previstas en los apartados 2 y 3 del artículo 60 del Estatut d’Autonomia de la Comunitat Valenciana.",localización_de_artículo,0,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-A-10-0161,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque A — President, Consell y relaciones con Les Corts","Título I; Título II, capítulos I, II, III y VI; Título III",TÍTULO I · CAPÍTULO II · De las atribuciones del President,10,g,3,identificación_del_precepto,seleccionar_correcta,"Según el artículo 10 de la Ley 5/1983, ¿cuál de las siguientes afirmaciones se ajusta al precepto?","Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Fomentar las peculiaridades del pueblo valenciano y solicitar la participación de los valencianos en la vida política, económica, cultural y social.","El President de la Generalitat, que también lo es del Consell, dirige la acción del Consell, coordina las funciones de éste y ostenta la más alta representación de la Comunitat Valenciana, así como la ordinaria del Estado en ésta.","El President de la Generalitat gozará de las siguientes prerrogativas: Que le sean rendidos los honores que, en razón a la dignidad de su cargo, le corresponda, con arreglo a lo que establezcan las normas vigentes en la materia.","El President de la Generalitat dirige y coordina las acciones del Consell, sin perjuicio de las atribuciones y responsabilidad de cada Conseller en su gestión; a tal efecto le corresponde: Establecer las directrices generales de la acción del Consell.",A,"La opción correcta reproduce una regla del artículo 10: «Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Fomentar las peculiaridades del pueblo valenciano y solicitar la participación de los valencianos en la vida política, económica, cultural y social.».","Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Fomentar las peculiaridades del pueblo valenciano y solicitar la participación de los valencianos en la vida política, económica, cultural y social.",una_regla_del_artículo_y_tres_reglas_de_otros_preceptos,0,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-A-10-0162,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque A — President, Consell y relaciones con Les Corts","Título I; Título II, capítulos I, II, III y VI; Título III",TÍTULO I · CAPÍTULO II · De las atribuciones del President,10,g,4,literal_con_alteración_controlada,seleccionar_correcta,"¿Qué formulación reproduce correctamente la regla del artículo 10, apartado g?","Al Presidente de Les Corts, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Fomentar las peculiaridades del pueblo valenciano y solicitar la participación de los valencianos en la vida política, económica, cultural y social.","Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Fomentar las peculiaridades del pueblo valenciano y solicitar la participación de los valencianos en la vida política, económica, cultural y social.","Al Consell, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Fomentar las peculiaridades del pueblo valenciano y solicitar la participación de los valencianos en la vida política, económica, cultural y social.","Al Rey, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Fomentar las peculiaridades del pueblo valenciano y solicitar la participación de los valencianos en la vida política, económica, cultural y social.",B,"La formulación correcta mantiene los elementos del texto legal: «Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Fomentar las peculiaridades del pueblo valenciano y solicitar la participación de los valencianos en la vida política, económica, cultural y social.».","Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Fomentar las peculiaridades del pueblo valenciano y solicitar la participación de los valencianos en la vida política, económica, cultural y social.",órgano_plazo_mayoría_o_modalidad_alterados,3,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-A-10-0163,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque A — President, Consell y relaciones con Les Corts","Título I; Título II, capítulos I, II, III y VI; Título III",TÍTULO I · CAPÍTULO II · De las atribuciones del President,10,g,3,afirmación_incorrecta,seleccionar_incorrecta,"De acuerdo con TÍTULO I · CAPÍTULO II · De las atribuciones del President, señale la afirmación INCORRECTA:","El President de la Generalitat dirige y coordina las acciones del Consell, sin perjuicio de las atribuciones y responsabilidad de cada Conseller en su gestión; a tal efecto le corresponde: Establecer las directrices generales de la acción del Consell.","Corresponde al President de la Generalitat, en su condición de representante ordinario del Estado en la Comunitat Valenciana, promulgar, en nombre del Rey, las Leyes de la Generalitat y disponer lo necesario para su publicación en el «Diari Oficial de la Comunitat Valenciana», en el plazo de quince días de su aprobación, y en el «Boletín Oficial del Estado».","Al Presidente de Les Corts, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Fomentar las peculiaridades del pueblo valenciano y solicitar la participación de los valencianos en la vida política, económica, cultural y social.","El President de la Generalitat dirige y coordina las acciones del Consell, sin perjuicio de las atribuciones y responsabilidad de cada Conseller en su gestión; a tal efecto le corresponde: Resolver los conflictos de atribuciones entre las distintas Consellerías.",C,"La afirmación incorrecta modifica una regla del artículo 10. El texto correcto es: «Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Fomentar las peculiaridades del pueblo valenciano y solicitar la participación de los valencianos en la vida política, económica, cultural y social.».","Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Fomentar las peculiaridades del pueblo valenciano y solicitar la participación de los valencianos en la vida política, económica, cultural y social.",tres_afirmaciones_verdaderas_y_una_regla_alterada,20,97,brecha_longitud_media,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-A-10-0164,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque A — President, Consell y relaciones con Les Corts","Título I; Título II, capítulos I, II, III y VI; Título III",TÍTULO I · CAPÍTULO II · De las atribuciones del President,10,g,3,localización_normativa,seleccionar_correcta,"¿En qué artículo de la Ley 5/1983 se establece la siguiente regla? «Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Fomentar las peculiaridades del pueblo valenciano y solicitar la participación de los valencianos en la vida política, económica, cultural y social.»",La regla figura en el artículo 9 de la Ley 5/1983.,La regla figura en el artículo 11 de la Ley 5/1983.,La regla figura en el artículo 8 de la Ley 5/1983.,La regla figura en el artículo 10 de la Ley 5/1983.,D,"La regla se encuentra en el artículo 10, apartado g.","Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Fomentar las peculiaridades del pueblo valenciano y solicitar la participación de los valencianos en la vida política, económica, cultural y social.",localización_de_artículo,0,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-A-10-0165,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque A — President, Consell y relaciones con Les Corts","Título I; Título II, capítulos I, II, III y VI; Título III",TÍTULO I · CAPÍTULO II · De las atribuciones del President,10,h,3,identificación_del_precepto,seleccionar_correcta,"Según el artículo 10 de la Ley 5/1983, ¿cuál de las siguientes afirmaciones se ajusta al precepto?","Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Designar representante de la Comunitat Valenciana en el Patronato del Archivo de la Corona de Aragón.","El President de la Generalitat gozará de las siguientes prerrogativas: Presidir todos los actos celebrados en el territorio de la Comunitat Valenciana a los que concurra, salvo lo dispuesto en la legislación del Estado.",En relación con las competencias del Estado y otras Comunidades Autónomas el Consell podrá: Acordar la comparecencia y personación en los recursos y en las cuestiones de inconstitucionalidad que afecten a la Comunitat Valenciana.,"El Consell podrá crear Comisiones interdepartamentales integradas por altos cargos de la Administración valenciana para el estudio, coordinación, programación y, en su caso, propuestas de resolución de la actividad interdepartamental en materias sectoriales comunes.",A,"La opción correcta reproduce una regla del artículo 10: «Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Designar representante de la Comunitat Valenciana en el Patronato del Archivo de la Corona de Aragón.».","Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Designar representante de la Comunitat Valenciana en el Patronato del Archivo de la Corona de Aragón.",una_regla_del_artículo_y_tres_reglas_de_otros_preceptos,0,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
L5C-A-10-0166,L5-1983-CONSELL,"Ley 5/1983, de 30 de diciembre, del Consell","Bloque A — President, Consell y relaciones con Les Corts","Título I; Título II, capítulos I, II, III y VI; Título III",TÍTULO I · CAPÍTULO II · De las atribuciones del President,10,h,4,literal_con_alteración_controlada,seleccionar_correcta,"¿Qué formulación reproduce correctamente la regla del artículo 10, apartado h?","Al Presidente de Les Corts, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Designar representante de la Comunitat Valenciana en el Patronato del Archivo de la Corona de Aragón.","Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Designar representante de la Comunitat Valenciana en el Patronato del Archivo de la Corona de Aragón.","Al Consell, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Designar representante de la Comunitat Valenciana en el Patronato del Archivo de la Corona de Aragón.","Al Rey, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Designar representante de la Comunitat Valenciana en el Patronato del Archivo de la Corona de Aragón.",B,"La formulación correcta mantiene los elementos del texto legal: «Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Designar representante de la Comunitat Valenciana en el Patronato del Archivo de la Corona de Aragón.».","Al President de la Generalitat, como más alto representante de la Comunitat Valenciana, le corresponden las siguientes funciones: Designar representante de la Comunitat Valenciana en el Patronato del Archivo de la Corona de Aragón.",órgano_plazo_mayoría_o_modalidad_alterados,3,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última modificación: 27 de diciembre de 2012,https://www.boe.es/buscar/act.php?id=BOE-A-1984-3460,https://www.boe.es/buscar/pdf/1984/BOE-A-1984-3460-consolidado.pdf,2026-07-14
