question_id,norm_code,norm_title,title,article,paragraph,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,pattern,option_length_gap,quality_score,quality_flags,verification_status,editorial_audit_status,editorial_rule_version,review_status,source_version,source_url,source_retrieved_at
EACV-TI-011,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO I. La Comunitat Valenciana,1,1,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 1 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",La Comunitat Valenciana expresa su identidad diferenciada como nacionalidad histórica.,El Estatuto es la norma institucional básica de la Comunitat Valenciana.,La Comunitat Valenciana expresa su identidad diferenciada como nación soberana.,La Comunitat Valenciana tiene como objetivo reforzar la democracia.,C,La opción incorrecta altera la regla «identidad diferenciada como nacionalidad histórica».,"El pueblo valenciano, históricamente organizado como Reino de Valencia, se constituye en Comunidad Autónoma, dentro de la unidad de la Nación española, como expresión de su identidad diferenciada como nacionalidad histórica y en el ejercicio del derecho de autogobierno que la Constitución Española reconoce a toda nacionalidad, con la denominación de Comunitat Valenciana.",tres_afirmaciones_completas_válidas_y_una_alterada,2,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; Título I vigente desde el 11/04/2006,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TI-012,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO I. La Comunitat Valenciana,1,1,3,localización_normativa,seleccionar_correcta,¿En qué apartado del artículo 1 del Estatuto se establece que la Comunitat Valenciana expresa su identidad diferenciada como nacionalidad histórica.,Apartado 2.,Apartado 3.,Apartado 4.,Apartado 1.,D,"La regla se encuentra en el artículo 1, apartado 1.","El pueblo valenciano, históricamente organizado como Reino de Valencia, se constituye en Comunidad Autónoma, dentro de la unidad de la Nación española, como expresión de su identidad diferenciada como nacionalidad histórica y en el ejercicio del derecho de autogobierno que la Constitución Española reconoce a toda nacionalidad, con la denominación de Comunitat Valenciana.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; Título I vigente desde el 11/04/2006,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TI-013,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO I. La Comunitat Valenciana,1,2,2,naturaleza_normativa,seleccionar_correcta,"Según el artículo 1 del Estatuto de Autonomía de la Comunitat Valenciana, ¿Qué consideración tiene el Estatuto para la Comunitat Valenciana?",Su norma institucional básica.,Una ley ordinaria autonómica.,Un reglamento institucional básico.,Una norma estatal de carácter supletorio.,A,El artículo 1.2 establece: «es su norma institucional básica».,"La Comunitat Valenciana es la expresión de la voluntad democrática y del derecho de autogobierno del pueblo valenciano y se rige por el presente Estatuto, que es su norma institucional básica.",pregunta_directa_con_sustitución_controlada,2,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; Título I vigente desde el 11/04/2006,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TI-014,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO I. La Comunitat Valenciana,1,2,3,literal_con_hueco,seleccionar_correcta,El Estatuto de Autonomía es:,Una norma estatal de carácter supletorio.,Su norma institucional básica.,Un reglamento institucional básico.,Una ley ordinaria autonómica.,B,La formulación correcta se apoya en el inciso: «es su norma institucional básica».,"La Comunitat Valenciana es la expresión de la voluntad democrática y del derecho de autogobierno del pueblo valenciano y se rige por el presente Estatuto, que es su norma institucional básica.",recuperación_literal_o_conceptual,2,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; Título I vigente desde el 11/04/2006,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TI-015,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO I. La Comunitat Valenciana,1,2,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 1 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",El Estatuto es la norma institucional básica de la Comunitat Valenciana.,La Comunitat Valenciana tiene como objetivo reforzar la democracia.,El Estatuto es un reglamento institucional básico de la Comunitat Valenciana.,La Comunitat Valenciana debe garantizar la participación de todos los ciudadanos en la realización de sus fines.,C,La opción incorrecta altera la regla «es su norma institucional básica».,"La Comunitat Valenciana es la expresión de la voluntad democrática y del derecho de autogobierno del pueblo valenciano y se rige por el presente Estatuto, que es su norma institucional básica.",tres_afirmaciones_completas_válidas_y_una_alterada,8,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; Título I vigente desde el 11/04/2006,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TI-016,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO I. La Comunitat Valenciana,1,2,3,localización_normativa,seleccionar_correcta,¿En qué apartado del artículo 1 del Estatuto se establece que el Estatuto es la norma institucional básica de la Comunitat Valenciana.,Apartado 1.,Apartado 3.,Apartado 4.,Apartado 2.,D,"La regla se encuentra en el artículo 1, apartado 2.","La Comunitat Valenciana es la expresión de la voluntad democrática y del derecho de autogobierno del pueblo valenciano y se rige por el presente Estatuto, que es su norma institucional básica.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; Título I vigente desde el 11/04/2006,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TI-017,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO I. La Comunitat Valenciana,1,3,2,finalidad_objetivo,seleccionar_correcta,"Según el artículo 1 del Estatuto de Autonomía de la Comunitat Valenciana, ¿Cuál de los siguientes es un objetivo de la Comunitat Valenciana?",Reforzar la democracia.,Sustituir la Constitución.,Suprimir la participación ciudadana.,Ejercer soberanía independiente.,A,El artículo 1.3 establece: «reforzar la democracia».,"La Comunitat Valenciana tiene como objetivo la consecución del autogobierno en los términos de este Estatuto, reforzar la democracia y garantizar la participación de todos los ciudadanos en la realización de sus fines.",pregunta_directa_con_sustitución_controlada,1,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; Título I vigente desde el 11/04/2006,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TI-018,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO I. La Comunitat Valenciana,1,3,3,literal_con_hueco,seleccionar_correcta,Entre los objetivos enumerados en el artículo 1.3 se encuentra:,Ejercer soberanía independiente.,Reforzar la democracia.,Suprimir la participación ciudadana.,Sustituir la Constitución.,B,La formulación correcta se apoya en el inciso: «reforzar la democracia».,"La Comunitat Valenciana tiene como objetivo la consecución del autogobierno en los términos de este Estatuto, reforzar la democracia y garantizar la participación de todos los ciudadanos en la realización de sus fines.",recuperación_literal_o_conceptual,1,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; Título I vigente desde el 11/04/2006,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TI-019,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO I. La Comunitat Valenciana,1,3,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 1 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",La Comunitat Valenciana tiene como objetivo reforzar la democracia.,La Comunitat Valenciana debe garantizar la participación de todos los ciudadanos en la realización de sus fines.,La Comunitat Valenciana tiene como objetivo sustituir la democracia representativa.,"La Comunitat Valenciana, como región de Europa, asume los valores de la Unión Europea.",C,La opción incorrecta altera la regla «reforzar la democracia».,"La Comunitat Valenciana tiene como objetivo la consecución del autogobierno en los términos de este Estatuto, reforzar la democracia y garantizar la participación de todos los ciudadanos en la realización de sus fines.",tres_afirmaciones_completas_válidas_y_una_alterada,8,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; Título I vigente desde el 11/04/2006,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TI-020,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO I. La Comunitat Valenciana,1,3,3,localización_normativa,seleccionar_correcta,¿En qué apartado del artículo 1 del Estatuto se establece que la Comunitat Valenciana tiene como objetivo reforzar la democracia.,Apartado 1.,Apartado 2.,Apartado 4.,Apartado 3.,D,"La regla se encuentra en el artículo 1, apartado 3.","La Comunitat Valenciana tiene como objetivo la consecución del autogobierno en los términos de este Estatuto, reforzar la democracia y garantizar la participación de todos los ciudadanos en la realización de sus fines.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; Título I vigente desde el 11/04/2006,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TI-021,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO I. La Comunitat Valenciana,1,3,3,finalidad_objetivo,seleccionar_correcta,"Según el artículo 1 del Estatuto de Autonomía de la Comunitat Valenciana, ¿Qué debe garantizar la Comunitat Valenciana en la realización de sus fines?",La participación de todos los ciudadanos.,La participación exclusiva de los valencianos de origen.,La intervención exclusiva de Les Corts.,La autorización previa del Estado.,A,El artículo 1.3 establece: «garantizar la participación de todos los ciudadanos».,"La Comunitat Valenciana tiene como objetivo la consecución del autogobierno en los términos de este Estatuto, reforzar la democracia y garantizar la participación de todos los ciudadanos en la realización de sus fines.",pregunta_directa_con_sustitución_controlada,3,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; Título I vigente desde el 11/04/2006,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TI-022,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO I. La Comunitat Valenciana,1,3,4,literal_con_hueco,seleccionar_correcta,El artículo 1.3 vincula la realización de los fines de la Comunitat Valenciana con:,La autorización previa del Estado.,La participación de todos los ciudadanos.,La intervención exclusiva de Les Corts.,La participación exclusiva de los valencianos de origen.,B,La formulación correcta se apoya en el inciso: «garantizar la participación de todos los ciudadanos».,"La Comunitat Valenciana tiene como objetivo la consecución del autogobierno en los términos de este Estatuto, reforzar la democracia y garantizar la participación de todos los ciudadanos en la realización de sus fines.",recuperación_literal_o_conceptual,3,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; Título I vigente desde el 11/04/2006,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TI-023,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO I. La Comunitat Valenciana,1,3,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 1 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",La Comunitat Valenciana debe garantizar la participación de todos los ciudadanos en la realización de sus fines.,"La Comunitat Valenciana, como región de Europa, asume los valores de la Unión Europea.",La Comunitat Valenciana debe reservar la realización de sus fines a los valencianos de origen.,El pueblo valenciano estuvo históricamente organizado como Reino de Valencia.,C,La opción incorrecta altera la regla «garantizar la participación de todos los ciudadanos».,"La Comunitat Valenciana tiene como objetivo la consecución del autogobierno en los términos de este Estatuto, reforzar la democracia y garantizar la participación de todos los ciudadanos en la realización de sus fines.",tres_afirmaciones_completas_válidas_y_una_alterada,7,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; Título I vigente desde el 11/04/2006,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TI-024,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO I. La Comunitat Valenciana,1,3,3,localización_normativa,seleccionar_correcta,¿En qué apartado del artículo 1 del Estatuto se establece que la Comunitat Valenciana debe garantizar la participación de todos los ciudadanos en la realización de sus fines.,Apartado 1.,Apartado 2.,Apartado 4.,Apartado 3.,D,"La regla se encuentra en el artículo 1, apartado 3.","La Comunitat Valenciana tiene como objetivo la consecución del autogobierno en los términos de este Estatuto, reforzar la democracia y garantizar la participación de todos los ciudadanos en la realización de sus fines.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; Título I vigente desde el 11/04/2006,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TI-025,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO I. La Comunitat Valenciana,1,4,2,pertenencia_lista,seleccionar_correcta,"Según el artículo 1 del Estatuto de Autonomía de la Comunitat Valenciana, Como región de Europa, ¿qué valores asume la Comunitat Valenciana?",Los valores de la Unión Europea.,Los valores del Consejo de Europa exclusivamente.,Los valores propios del Estado sin referencia europea.,Los valores de la Organización de las Naciones Unidas exclusivamente.,A,El artículo 1.4 establece: «asume los valores de la Unión Europea».,"La Comunitat Valenciana, como región de Europa, asume los valores de la Unión Europea y velará por el cumplimiento de sus objetivos y por la defensa de los derechos de todos los ciudadanos europeos.",pregunta_directa_con_sustitución_controlada,4,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; Título I vigente desde el 11/04/2006,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TI-026,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO I. La Comunitat Valenciana,1,4,3,literal_con_hueco,seleccionar_correcta,"Complete el artículo 1.4: «La Comunitat Valenciana, como región de Europa, asume...»",Los valores de la Organización de las Naciones Unidas exclusivamente.,Los valores de la Unión Europea.,Los valores propios del Estado sin referencia europea.,Los valores del Consejo de Europa exclusivamente.,B,La formulación correcta se apoya en el inciso: «asume los valores de la Unión Europea».,"La Comunitat Valenciana, como región de Europa, asume los valores de la Unión Europea y velará por el cumplimiento de sus objetivos y por la defensa de los derechos de todos los ciudadanos europeos.",recuperación_literal_o_conceptual,4,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; Título I vigente desde el 11/04/2006,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TI-027,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO I. La Comunitat Valenciana,1,4,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 1 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:","La Comunitat Valenciana, como región de Europa, asume los valores de la Unión Europea.",El pueblo valenciano estuvo históricamente organizado como Reino de Valencia.,"La Comunitat Valenciana, como región de Europa, rechaza los valores de la Unión Europea.",La Comunidad Autónoma se constituye con la denominación de Comunitat Valenciana.,C,La opción incorrecta altera la regla «asume los valores de la Unión Europea».,"La Comunitat Valenciana, como región de Europa, asume los valores de la Unión Europea y velará por el cumplimiento de sus objetivos y por la defensa de los derechos de todos los ciudadanos europeos.",tres_afirmaciones_completas_válidas_y_una_alterada,4,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; Título I vigente desde el 11/04/2006,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
