question_id,article,paragraph,article_title,chapter,section,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,pattern,self_contained,grammatical_parallelism,option_length_gap,quality_score,quality_flags,verification_status,review_status,source_version,source_url,source_retrieved_at
LRJSP-CI-II-0011,2,2.c,Ámbito subjetivo,Capítulo I · Disposiciones generales,,2,identificación_del_precepto,seleccionar_correcta,"Conforme al artículo 2.2.c de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, ¿qué afirmación es correcta?","No las Universidades públicas se rigen por su normativa específica y, supletoriamente, por las previsiones de la Ley 40/2015.","Las Administraciones Públicas actúan con sometimiento pleno a la Constitución, a la ley y al Derecho.","Las Universidades públicas se rigen por su normativa específica y, supletoriamente, por las previsiones de la Ley 40/2015.",Las Administraciones Públicas deben respetar la eficiencia en la asignación y utilización de los recursos públicos.,C,"La opción correcta reproduce la regla del artículo 2.2.c: «Las Universidades públicas se rigen por su normativa específica y, supletoriamente, por las previsiones de la Ley 40/2015.»","Las Universidades públicas se rigen por su normativa específica y, supletoriamente, por las previsiones de la Ley 40/2015.",regla_real_más_mutación_y_reglas_próximas,PASS,PASS,3,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0012,2,3,Ámbito subjetivo,Capítulo I · Disposiciones generales,,3,identificación_del_precepto,seleccionar_correcta,"Atendiendo al tenor del artículo 2.3 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, seleccione la opción correcta:","No es correcto afirmar que tienen la consideración de Administraciones Públicas la Administración General del Estado, las Administraciones autonómicas, las entidades locales y los organismos públicos y entidades de derecho público del artículo 2.2.a).",La Ley regula la organización y el funcionamiento de la Administración General del Estado y de su sector público institucional para el desarrollo de sus actividades.,Los órganos colegiados del artículo 20 deben integrarse en la Administración General del Estado o en alguno de sus organismos públicos.,"Tienen la consideración de Administraciones Públicas la Administración General del Estado, las Administraciones autonómicas, las entidades locales y los organismos públicos y entidades de derecho público del artículo 2.2.a).",D,"La opción correcta reproduce la regla del artículo 2.3: «Tienen la consideración de Administraciones Públicas la Administración General del Estado, las Administraciones autonómicas, las entidades locales y los organismos públicos y entidades de derecho público del artículo 2.2.a).»","Tienen la consideración de Administraciones Públicas la Administración General del Estado, las Administraciones autonómicas, las entidades locales y los organismos públicos y entidades de derecho público del artículo 2.2.a).",regla_real_más_mutación_y_reglas_próximas,PASS,PASS,13,96,brecha_longitud_media,AUTO_PASS_WITH_FLAGS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0013,3,1,Principios generales,Capítulo I · Disposiciones generales,,1,identificación_del_precepto,seleccionar_correcta,"Según el artículo 3.1 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, ¿cuál de las siguientes afirmaciones reproduce una regla del precepto?",Las Administraciones Públicas sirven con objetividad los intereses generales.,No las Administraciones Públicas sirven con objetividad los intereses generales.,La Ley establece y regula las bases del régimen jurídico de las Administraciones Públicas.,La Ley establece y regula los principios del sistema de responsabilidad de las Administraciones Públicas.,A,La opción correcta reproduce la regla del artículo 3.1: «Las Administraciones Públicas sirven con objetividad los intereses generales.»,Las Administraciones Públicas sirven con objetividad los intereses generales.,regla_real_más_mutación_y_reglas_próximas,PASS,PASS,6,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0014,3,1,Principios generales,Capítulo I · Disposiciones generales,,2,identificación_del_precepto,seleccionar_correcta,"De acuerdo con el artículo 3.1 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, señale la afirmación que se ajusta al contenido del precepto:","No las Administraciones Públicas actúan de acuerdo con los principios de eficacia, jerarquía, descentralización, desconcentración y coordinación.","Las Administraciones Públicas actúan de acuerdo con los principios de eficacia, jerarquía, descentralización, desconcentración y coordinación.",La Ley establece y regula los principios del sistema de responsabilidad de las Administraciones Públicas.,"Las Universidades públicas se rigen por su normativa específica y, supletoriamente, por las previsiones de la Ley 40/2015.",B,"La opción correcta reproduce la regla del artículo 3.1: «Las Administraciones Públicas actúan de acuerdo con los principios de eficacia, jerarquía, descentralización, desconcentración y coordinación.»","Las Administraciones Públicas actúan de acuerdo con los principios de eficacia, jerarquía, descentralización, desconcentración y coordinación.",regla_real_más_mutación_y_reglas_próximas,PASS,PASS,3,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0015,3,1,Principios generales,Capítulo I · Disposiciones generales,,2,identificación_del_precepto,seleccionar_correcta,"Conforme al artículo 3.1 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, ¿qué afirmación es correcta?","No las Administraciones Públicas actúan con sometimiento pleno a la Constitución, a la ley y al Derecho.",El sector público institucional integra cualesquiera organismos públicos y entidades de derecho público vinculados o dependientes de las Administraciones Públicas.,"Las Administraciones Públicas actúan con sometimiento pleno a la Constitución, a la ley y al Derecho.",La Ley establece y regula los principios del sistema de responsabilidad de las Administraciones Públicas.,C,"La opción correcta reproduce la regla del artículo 3.1: «Las Administraciones Públicas actúan con sometimiento pleno a la Constitución, a la ley y al Derecho.»","Las Administraciones Públicas actúan con sometimiento pleno a la Constitución, a la ley y al Derecho.",regla_real_más_mutación_y_reglas_próximas,PASS,PASS,5,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0016,3,1.a,Principios generales,Capítulo I · Disposiciones generales,,1,identificación_del_precepto,seleccionar_correcta,"Atendiendo al tenor del artículo 3.1.a de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, seleccione la opción correcta:",Las Administraciones Públicas pueden respetar el principio de servicio efectivo a los ciudadanos.,La Ley establece y regula las bases del régimen jurídico de las Administraciones Públicas.,La Ley establece y regula los principios del sistema de responsabilidad de las Administraciones Públicas.,Las Administraciones Públicas deben respetar el principio de servicio efectivo a los ciudadanos.,D,La opción correcta reproduce la regla del artículo 3.1.a: «Las Administraciones Públicas deben respetar el principio de servicio efectivo a los ciudadanos.»,Las Administraciones Públicas deben respetar el principio de servicio efectivo a los ciudadanos.,regla_real_más_mutación_y_reglas_próximas,PASS,PASS,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0017,3,1.b,Principios generales,Capítulo I · Disposiciones generales,,2,identificación_del_precepto,seleccionar_correcta,"Según el artículo 3.1.b de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, ¿cuál de las siguientes afirmaciones reproduce una regla del precepto?","Las Administraciones Públicas deben respetar los principios de simplicidad, claridad y proximidad a los ciudadanos.","Las Administraciones Públicas pueden respetar los principios de simplicidad, claridad y proximidad a los ciudadanos.",La Ley establece y regula los principios del sistema de responsabilidad de las Administraciones Públicas.,La Ley establece y regula las bases del régimen jurídico de las Administraciones Públicas.,A,"La opción correcta reproduce la regla del artículo 3.1.b: «Las Administraciones Públicas deben respetar los principios de simplicidad, claridad y proximidad a los ciudadanos.»","Las Administraciones Públicas deben respetar los principios de simplicidad, claridad y proximidad a los ciudadanos.",regla_real_más_mutación_y_reglas_próximas,PASS,PASS,1,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0018,3,1.c,Principios generales,Capítulo I · Disposiciones generales,,2,identificación_del_precepto,seleccionar_correcta,"De acuerdo con el artículo 3.1.c de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, señale la afirmación que se ajusta al contenido del precepto:","Las Administraciones Públicas pueden respetar los principios de participación, objetividad y transparencia de la actuación administrativa.","Las Administraciones Públicas deben respetar los principios de participación, objetividad y transparencia de la actuación administrativa.",La Ley establece y regula los principios del sistema de responsabilidad de las Administraciones Públicas.,La Ley establece y regula las bases del régimen jurídico de las Administraciones Públicas.,B,"La opción correcta reproduce la regla del artículo 3.1.c: «Las Administraciones Públicas deben respetar los principios de participación, objetividad y transparencia de la actuación administrativa.»","Las Administraciones Públicas deben respetar los principios de participación, objetividad y transparencia de la actuación administrativa.",regla_real_más_mutación_y_reglas_próximas,PASS,PASS,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0019,3,1.d,Principios generales,Capítulo I · Disposiciones generales,,2,identificación_del_precepto,seleccionar_correcta,"Conforme al artículo 3.1.d de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, ¿qué afirmación es correcta?",Las Administraciones Públicas pueden respetar la racionalización y agilidad de los procedimientos administrativos y de las actividades materiales de gestión.,El sector público institucional integra cualesquiera organismos públicos y entidades de derecho público vinculados o dependientes de las Administraciones Públicas.,Las Administraciones Públicas deben respetar la racionalización y agilidad de los procedimientos administrativos y de las actividades materiales de gestión.,"Las Universidades públicas se rigen por su normativa específica y, supletoriamente, por las previsiones de la Ley 40/2015.",C,La opción correcta reproduce la regla del artículo 3.1.d: «Las Administraciones Públicas deben respetar la racionalización y agilidad de los procedimientos administrativos y de las actividades materiales de gestión.»,Las Administraciones Públicas deben respetar la racionalización y agilidad de los procedimientos administrativos y de las actividades materiales de gestión.,regla_real_más_mutación_y_reglas_próximas,PASS,PASS,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0020,3,1.e,Principios generales,Capítulo I · Disposiciones generales,,2,identificación_del_precepto,seleccionar_correcta,"Atendiendo al tenor del artículo 3.1.e de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, seleccione la opción correcta:","Las Administraciones Públicas pueden respetar los principios de buena fe, confianza legítima y lealtad institucional.",La Ley establece y regula los principios del sistema de responsabilidad de las Administraciones Públicas.,La Ley establece y regula las bases del régimen jurídico de las Administraciones Públicas.,"Las Administraciones Públicas deben respetar los principios de buena fe, confianza legítima y lealtad institucional.",D,"La opción correcta reproduce la regla del artículo 3.1.e: «Las Administraciones Públicas deben respetar los principios de buena fe, confianza legítima y lealtad institucional.»","Las Administraciones Públicas deben respetar los principios de buena fe, confianza legítima y lealtad institucional.",regla_real_más_mutación_y_reglas_próximas,PASS,PASS,1,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0021,3,1.f,Principios generales,Capítulo I · Disposiciones generales,,2,identificación_del_precepto,seleccionar_correcta,"Según el artículo 3.1.f de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, ¿cuál de las siguientes afirmaciones reproduce una regla del precepto?",Las Administraciones Públicas deben respetar el principio de responsabilidad por la gestión pública.,Las Administraciones Públicas pueden respetar el principio de responsabilidad por la gestión pública.,La Ley establece y regula los principios del sistema de responsabilidad de las Administraciones Públicas.,La Ley establece y regula las bases del régimen jurídico de las Administraciones Públicas.,A,La opción correcta reproduce la regla del artículo 3.1.f: «Las Administraciones Públicas deben respetar el principio de responsabilidad por la gestión pública.»,Las Administraciones Públicas deben respetar el principio de responsabilidad por la gestión pública.,regla_real_más_mutación_y_reglas_próximas,PASS,PASS,2,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0022,3,1.g,Principios generales,Capítulo I · Disposiciones generales,,3,identificación_del_precepto,seleccionar_correcta,"De acuerdo con el artículo 3.1.g de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, señale la afirmación que se ajusta al contenido del precepto:","Las Administraciones Públicas pueden respetar la planificación y dirección por objetivos, el control de la gestión y la evaluación de los resultados de las políticas públicas.","Las Administraciones Públicas deben respetar la planificación y dirección por objetivos, el control de la gestión y la evaluación de los resultados de las políticas públicas.","Tienen la consideración de Administraciones Públicas la Administración General del Estado, las Administraciones autonómicas, las entidades locales y los organismos públicos y entidades de derecho público del artículo 2.2.a).",La Ley regula la organización y el funcionamiento de la Administración General del Estado y de su sector público institucional para el desarrollo de sus actividades.,B,"La opción correcta reproduce la regla del artículo 3.1.g: «Las Administraciones Públicas deben respetar la planificación y dirección por objetivos, el control de la gestión y la evaluación de los resultados de las políticas públicas.»","Las Administraciones Públicas deben respetar la planificación y dirección por objetivos, el control de la gestión y la evaluación de los resultados de las políticas públicas.",regla_real_más_mutación_y_reglas_próximas,PASS,PASS,3,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0023,3,1.h,Principios generales,Capítulo I · Disposiciones generales,,2,identificación_del_precepto,seleccionar_correcta,"Conforme al artículo 3.1.h de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, ¿qué afirmación es correcta?",Las Administraciones Públicas pueden respetar la eficacia en el cumplimiento de los objetivos fijados.,La Ley establece y regula las bases del régimen jurídico de las Administraciones Públicas.,Las Administraciones Públicas deben respetar la eficacia en el cumplimiento de los objetivos fijados.,La Ley establece y regula los principios del sistema de responsabilidad de las Administraciones Públicas.,C,La opción correcta reproduce la regla del artículo 3.1.h: «Las Administraciones Públicas deben respetar la eficacia en el cumplimiento de los objetivos fijados.»,Las Administraciones Públicas deben respetar la eficacia en el cumplimiento de los objetivos fijados.,regla_real_más_mutación_y_reglas_próximas,PASS,PASS,1,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
LRJSP-CI-II-0024,3,1.i,Principios generales,Capítulo I · Disposiciones generales,,3,identificación_del_precepto,seleccionar_correcta,"Atendiendo al tenor del artículo 3.1.i de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público, seleccione la opción correcta:","Las Administraciones Públicas pueden respetar la economía, la suficiencia y la adecuación estricta de los medios a los fines institucionales.",La Administración debe justificar la adecuación de la medida para alcanzar los fines perseguidos.,El sector público institucional integra cualesquiera organismos públicos y entidades de derecho público vinculados o dependientes de las Administraciones Públicas.,"Las Administraciones Públicas deben respetar la economía, la suficiencia y la adecuación estricta de los medios a los fines institucionales.",D,"La opción correcta reproduce la regla del artículo 3.1.i: «Las Administraciones Públicas deben respetar la economía, la suficiencia y la adecuación estricta de los medios a los fines institucionales.»","Las Administraciones Públicas deben respetar la economía, la suficiencia y la adecuación estricta de los medios a los fines institucionales.",regla_real_más_mutación_y_reglas_próximas,PASS,PASS,6,100,,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado del BOE; última actualización publicada el 02/08/2024,https://www.boe.es/buscar/act.php?id=BOE-A-2015-10566,2026-07-14
