question_id,norm_code,norm_title,title,chapter,article,paragraph,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,pattern,option_length_gap,quality_score,quality_flags,editorial_audit_status,verification_status,review_status,source_version,source_url,source_retrieved_at
EACV-TIV-011,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 49 del Estatuto, señale la afirmación INCORRECTA:",La materia «Cultura» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,"La materia «Patrimonio histórico, artístico, monumental, arquitectónico, arqueológico y científico» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.","La materia «Protección del medio ambiente, sin perjuicio de normas adicionales de protección» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.","La materia «Archivos, bibliotecas, museos, hemerotecas y demás centros de depósito que no sean de titularidad estatal; conservatorios de música y danza, centros dramáticos y servicios de Bellas Artes de interés para la Comunitat Valenciana» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.",C,La afirmación incorrecta contradice la regla «Normas procesales y de procedimiento administrativo derivadas de las particularidades del Derecho sustantivo valenciano o de las especialidades de la organización de la Generalitat».,Normas procesales y de procedimiento administrativo derivadas de las particularidades del Derecho sustantivo valenciano o de las especialidades de la organización de la Generalitat,tres_afirmaciones_completas_y_una_alterada,32,96,brecha_longitud_alta,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-012,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,localización_normativa,seleccionar_correcta,¿En qué artículo del Estatuto se establece que la materia «Normas procesales y de procedimiento administrativo derivadas de las particularidades del Derecho sustantivo valenciano o de las especialidades de la organización de la Generalitat» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,Artículo 54.,Artículo 55.,Artículo 56.,Artículo 49.,D,La regla pertenece al artículo 49 del Estatuto.,Normas procesales y de procedimiento administrativo derivadas de las particularidades del Derecho sustantivo valenciano o de las especialidades de la organización de la Generalitat,localización_de_precepto,0,99,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-013,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,pertenencia_lista,seleccionar_correcta,"Según el artículo 49 del Estatuto, ¿cuál de las siguientes materias figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat?",Cultura,"Ordenación del crédito, banca y seguros",Régimen minero y energético,"Protección del medio ambiente, sin perjuicio de normas adicionales de protección",A,El artículo 49 establece: «Cultura».,Cultura,pregunta_directa_con_distractores_homogéneos,10,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-014,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,recuperación_literal,seleccionar_correcta,"En el artículo 49.1 entre las competencias exclusivas de la generalitat, se incluye expresamente:","Protección del medio ambiente, sin perjuicio de normas adicionales de protección",Cultura,Régimen minero y energético,"Ordenación del crédito, banca y seguros",B,La respuesta correcta se apoya en: «Cultura».,Cultura,recuperación_literal_o_conceptual,10,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-015,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 49 del Estatuto, señale la afirmación INCORRECTA:","La materia «Patrimonio histórico, artístico, monumental, arquitectónico, arqueológico y científico» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.","La materia «Archivos, bibliotecas, museos, hemerotecas y demás centros de depósito que no sean de titularidad estatal; conservatorios de música y danza, centros dramáticos y servicios de Bellas Artes de interés para la Comunitat Valenciana» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.","La materia «Ordenación del sector pesquero, excepto las competencias previstas en el artículo 49» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.","La materia «Investigación y Academias cuyo ámbito principal de actuación sea la Comunitat Valenciana, así como el fomento y desarrollo de la I+D+I en el marco de la política científico-tecnológica» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.",C,La afirmación incorrecta contradice la regla «Cultura».,Cultura,tres_afirmaciones_completas_y_una_alterada,25,96,brecha_longitud_alta,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-016,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,localización_normativa,seleccionar_correcta,¿En qué artículo del Estatuto se establece que la materia «Cultura» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,Artículo 54.,Artículo 55.,Artículo 56.,Artículo 49.,D,La regla pertenece al artículo 49 del Estatuto.,Cultura,localización_de_precepto,0,99,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-017,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,pertenencia_lista,seleccionar_correcta,"Según el artículo 49 del Estatuto, ¿cuál de las siguientes materias figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat?","Patrimonio histórico, artístico, monumental, arquitectónico, arqueológico y científico",Régimen minero y energético,"Protección del medio ambiente, sin perjuicio de normas adicionales de protección","Ordenación del sector pesquero, excepto las competencias previstas en el artículo 49",A,"El artículo 49 establece: «Patrimonio histórico, artístico, monumental, arquitectónico, arqueológico y científico».","Patrimonio histórico, artístico, monumental, arquitectónico, arqueológico y científico",pregunta_directa_con_distractores_homogéneos,8,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-018,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,recuperación_literal,seleccionar_correcta,"En el artículo 49.1 entre las competencias exclusivas de la generalitat, se incluye expresamente:","Ordenación del sector pesquero, excepto las competencias previstas en el artículo 49","Patrimonio histórico, artístico, monumental, arquitectónico, arqueológico y científico","Protección del medio ambiente, sin perjuicio de normas adicionales de protección",Régimen minero y energético,B,"La respuesta correcta se apoya en: «Patrimonio histórico, artístico, monumental, arquitectónico, arqueológico y científico».","Patrimonio histórico, artístico, monumental, arquitectónico, arqueológico y científico",recuperación_literal_o_conceptual,8,100,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-019,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 49 del Estatuto, señale la afirmación INCORRECTA:","La materia «Archivos, bibliotecas, museos, hemerotecas y demás centros de depósito que no sean de titularidad estatal; conservatorios de música y danza, centros dramáticos y servicios de Bellas Artes de interés para la Comunitat Valenciana» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.","La materia «Investigación y Academias cuyo ámbito principal de actuación sea la Comunitat Valenciana, así como el fomento y desarrollo de la I+D+I en el marco de la política científico-tecnológica» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.",La materia «Desarrollo legislativo del sistema de consultas populares municipales en su ámbito» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.,"La materia «Régimen local, alteraciones de los términos municipales y topónimos» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.",C,"La afirmación incorrecta contradice la regla «Patrimonio histórico, artístico, monumental, arquitectónico, arqueológico y científico».","Patrimonio histórico, artístico, monumental, arquitectónico, arqueológico y científico",tres_afirmaciones_completas_y_una_alterada,24,96,brecha_longitud_alta,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-020,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,localización_normativa,seleccionar_correcta,"¿En qué artículo del Estatuto se establece que la materia «Patrimonio histórico, artístico, monumental, arquitectónico, arqueológico y científico» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.",Artículo 54.,Artículo 55.,Artículo 56.,Artículo 49.,D,La regla pertenece al artículo 49 del Estatuto.,"Patrimonio histórico, artístico, monumental, arquitectónico, arqueológico y científico",localización_de_precepto,0,99,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-021,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,pertenencia_lista,seleccionar_correcta,"Según el artículo 49 del Estatuto, ¿cuál de las siguientes materias figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat?","Archivos, bibliotecas, museos, hemerotecas y demás centros de depósito que no sean de titularidad estatal; conservatorios de música y danza, centros dramáticos y servicios de Bellas Artes de interés para la Comunitat Valenciana","Protección del medio ambiente, sin perjuicio de normas adicionales de protección","Ordenación del sector pesquero, excepto las competencias previstas en el artículo 49",Desarrollo legislativo del sistema de consultas populares municipales en su ámbito,A,"El artículo 49 establece: «Archivos, bibliotecas, museos, hemerotecas y demás centros de depósito que no sean de titularidad estatal; conservatorios de música y danza, centros dramáticos y servicios de Bellas Artes de interés para la Comunitat Valenciana».","Archivos, bibliotecas, museos, hemerotecas y demás centros de depósito que no sean de titularidad estatal; conservatorios de música y danza, centros dramáticos y servicios de Bellas Artes de interés para la Comunitat Valenciana",pregunta_directa_con_distractores_homogéneos,22,96,brecha_longitud_alta,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-022,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,recuperación_literal,seleccionar_correcta,"En el artículo 49.1 entre las competencias exclusivas de la generalitat, se incluye expresamente:",Desarrollo legislativo del sistema de consultas populares municipales en su ámbito,"Archivos, bibliotecas, museos, hemerotecas y demás centros de depósito que no sean de titularidad estatal; conservatorios de música y danza, centros dramáticos y servicios de Bellas Artes de interés para la Comunitat Valenciana","Ordenación del sector pesquero, excepto las competencias previstas en el artículo 49","Protección del medio ambiente, sin perjuicio de normas adicionales de protección",B,"La respuesta correcta se apoya en: «Archivos, bibliotecas, museos, hemerotecas y demás centros de depósito que no sean de titularidad estatal; conservatorios de música y danza, centros dramáticos y servicios de Bellas Artes de interés para la Comunitat Valenciana».","Archivos, bibliotecas, museos, hemerotecas y demás centros de depósito que no sean de titularidad estatal; conservatorios de música y danza, centros dramáticos y servicios de Bellas Artes de interés para la Comunitat Valenciana",recuperación_literal_o_conceptual,22,96,brecha_longitud_alta,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-023,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 49 del Estatuto, señale la afirmación INCORRECTA:","La materia «Investigación y Academias cuyo ámbito principal de actuación sea la Comunitat Valenciana, así como el fomento y desarrollo de la I+D+I en el marco de la política científico-tecnológica» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.","La materia «Régimen local, alteraciones de los términos municipales y topónimos» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.","La materia «Legislación laboral, sin perjuicio de la alta inspección estatal, y fomento activo de la ocupación» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.","La materia «Ordenación del territorio y del litoral, urbanismo y vivienda» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.",C,"La afirmación incorrecta contradice la regla «Archivos, bibliotecas, museos, hemerotecas y demás centros de depósito que no sean de titularidad estatal; conservatorios de música y danza, centros dramáticos y servicios de Bellas Artes de interés para la Comunitat Valenciana».","Archivos, bibliotecas, museos, hemerotecas y demás centros de depósito que no sean de titularidad estatal; conservatorios de música y danza, centros dramáticos y servicios de Bellas Artes de interés para la Comunitat Valenciana",tres_afirmaciones_completas_y_una_alterada,22,96,brecha_longitud_alta,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TIV-024,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO IV. Las Competencias,Título IV. Las Competencias,49,1,3,localización_normativa,seleccionar_correcta,"¿En qué artículo del Estatuto se establece que la materia «Archivos, bibliotecas, museos, hemerotecas y demás centros de depósito que no sean de titularidad estatal; conservatorios de música y danza, centros dramáticos y servicios de Bellas Artes de interés para la Comunitat Valenciana» figura en el artículo 49.1 entre las competencias exclusivas de la Generalitat.",Artículo 54.,Artículo 55.,Artículo 56.,Artículo 49.,D,La regla pertenece al artículo 49 del Estatuto.,"Archivos, bibliotecas, museos, hemerotecas y demás centros de depósito que no sean de titularidad estatal; conservatorios de música y danza, centros dramáticos y servicios de Bellas Artes de interés para la Comunitat Valenciana",localización_de_precepto,0,99,,PASS,AUTO_PASS,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; última actualización general publicada el 28/12/2022; artículo 52.4 vigente desde el 13/03/2019; consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
