question_id,norm_code,norm_title,title,article,paragraph,difficulty,family,selection_task,statement,option_a,option_b,option_c,option_d,correct_option,explanation,source_excerpt,pattern,option_length_gap,quality_score,quality_flags,verification_status,editorial_audit_status,editorial_rule_version,review_status,source_version,source_url,source_retrieved_at
EACV-TII-011,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,8,1,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 8 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",El ordenamiento de la Unión Europea es una de las fuentes de derechos citadas en el artículo 8.1.,La Declaración Universal de Derechos Humanos aparece expresamente citada en el artículo 8.1.,El artículo 8.1 excluye el ordenamiento de la Unión Europea como fuente de derechos.,Los poderes públicos valencianos están vinculados por los derechos y libertades mencionados en el artículo 8.,C,La opción incorrecta altera la regla «en el ordenamiento de la Unión Europea».,"Los valencianos y valencianas, en su condición de ciudadanos españoles y europeos, son titulares de los derechos, deberes y libertades reconocidos en la Constitución Española y en el ordenamiento de la Unión Europea y en los instrumentos internacionales de protección de los derechos humanos, individuales y colectivos, en particular, en la Declaración Universal de Derechos Humanos; en los Pactos Internacionales de Derechos Civiles y Políticos y de Derechos Económicos, Sociales y Culturales; en la Convención Europea de Derechos del Hombre y Libertades Fundamentales, y en la Carta Social Europea.",tres_afirmaciones_completas_válidas_y_una_alterada,5,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-012,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,8,1,3,localización_normativa,seleccionar_correcta,¿En qué apartado del artículo 8 del Estatuto se establece que el ordenamiento de la Unión Europea es una de las fuentes de derechos citadas en el artículo 8.1?,Apartado 2.,Apartado 3.,Apartado 4.,Apartado 1.,D,"La regla se encuentra en el artículo 8, apartado 1.","Los valencianos y valencianas, en su condición de ciudadanos españoles y europeos, son titulares de los derechos, deberes y libertades reconocidos en la Constitución Española y en el ordenamiento de la Unión Europea y en los instrumentos internacionales de protección de los derechos humanos, individuales y colectivos, en particular, en la Declaración Universal de Derechos Humanos; en los Pactos Internacionales de Derechos Civiles y Políticos y de Derechos Económicos, Sociales y Culturales; en la Convención Europea de Derechos del Hombre y Libertades Fundamentales, y en la Carta Social Europea.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-013,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,8,1,3,pertenencia_lista,seleccionar_correcta,"Según el artículo 8 del Estatuto de Autonomía de la Comunitat Valenciana, ¿cuál de los siguientes instrumentos internacionales aparece expresamente citado?",La Declaración Universal de Derechos Humanos.,La Carta de las Naciones Unidas como único instrumento.,El Convenio de Viena sobre tratados.,El Estatuto de Roma como referencia exclusiva.,A,"El artículo 8.1 establece: «en particular, en la Declaración Universal de Derechos Humanos».","Los valencianos y valencianas, en su condición de ciudadanos españoles y europeos, son titulares de los derechos, deberes y libertades reconocidos en la Constitución Española y en el ordenamiento de la Unión Europea y en los instrumentos internacionales de protección de los derechos humanos, individuales y colectivos, en particular, en la Declaración Universal de Derechos Humanos; en los Pactos Internacionales de Derechos Civiles y Políticos y de Derechos Económicos, Sociales y Culturales; en la Convención Europea de Derechos del Hombre y Libertades Fundamentales, y en la Carta Social Europea.",pregunta_directa_con_sustitución_controlada,3,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-014,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,8,1,4,literal_con_hueco,seleccionar_correcta,El artículo 8.1 incluye de forma particular:,El Estatuto de Roma como referencia exclusiva.,La Declaración Universal de Derechos Humanos.,El Convenio de Viena sobre tratados.,La Carta de las Naciones Unidas como único instrumento.,B,"La formulación correcta se apoya en el inciso: «en particular, en la Declaración Universal de Derechos Humanos».","Los valencianos y valencianas, en su condición de ciudadanos españoles y europeos, son titulares de los derechos, deberes y libertades reconocidos en la Constitución Española y en el ordenamiento de la Unión Europea y en los instrumentos internacionales de protección de los derechos humanos, individuales y colectivos, en particular, en la Declaración Universal de Derechos Humanos; en los Pactos Internacionales de Derechos Civiles y Políticos y de Derechos Económicos, Sociales y Culturales; en la Convención Europea de Derechos del Hombre y Libertades Fundamentales, y en la Carta Social Europea.",recuperación_literal_o_conceptual,3,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-015,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,8,1,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 8 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",La Declaración Universal de Derechos Humanos aparece expresamente citada en el artículo 8.1.,Los poderes públicos valencianos están vinculados por los derechos y libertades mencionados en el artículo 8.,El artículo 8.1 cita exclusivamente el Estatuto de Roma como instrumento de protección de derechos.,Los poderes públicos valencianos velarán por el cumplimiento de los deberes.,C,"La opción incorrecta altera la regla «en particular, en la Declaración Universal de Derechos Humanos».","Los valencianos y valencianas, en su condición de ciudadanos españoles y europeos, son titulares de los derechos, deberes y libertades reconocidos en la Constitución Española y en el ordenamiento de la Unión Europea y en los instrumentos internacionales de protección de los derechos humanos, individuales y colectivos, en particular, en la Declaración Universal de Derechos Humanos; en los Pactos Internacionales de Derechos Civiles y Políticos y de Derechos Económicos, Sociales y Culturales; en la Convención Europea de Derechos del Hombre y Libertades Fundamentales, y en la Carta Social Europea.",tres_afirmaciones_completas_válidas_y_una_alterada,5,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-016,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,8,1,3,localización_normativa,seleccionar_correcta,¿En qué apartado del artículo 8 del Estatuto se establece que la Declaración Universal de Derechos Humanos aparece expresamente citada en el artículo 8.1?,Apartado 2.,Apartado 3.,Apartado 4.,Apartado 1.,D,"La regla se encuentra en el artículo 8, apartado 1.","Los valencianos y valencianas, en su condición de ciudadanos españoles y europeos, son titulares de los derechos, deberes y libertades reconocidos en la Constitución Española y en el ordenamiento de la Unión Europea y en los instrumentos internacionales de protección de los derechos humanos, individuales y colectivos, en particular, en la Declaración Universal de Derechos Humanos; en los Pactos Internacionales de Derechos Civiles y Políticos y de Derechos Económicos, Sociales y Culturales; en la Convención Europea de Derechos del Hombre y Libertades Fundamentales, y en la Carta Social Europea.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-017,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,8,2,2,vinculación_poderes_públicos,seleccionar_correcta,"Según el artículo 8 del Estatuto de Autonomía de la Comunitat Valenciana, ¿qué relación mantienen los poderes públicos valencianos con estos derechos y libertades?",Vinculados por estos derechos y libertades.,Exentos de su cumplimiento.,Vinculados solo por los deberes.,Facultados para suspenderlos libremente.,A,El artículo 8.2 establece: «están vinculados por estos derechos y libertades».,"Los poderes públicos valencianos están vinculados por estos derechos y libertades y velarán por su protección y respeto, así como por el cumplimiento de los deberes.",pregunta_directa_con_sustitución_controlada,2,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-018,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,8,2,3,literal_con_hueco,seleccionar_correcta,Los poderes públicos valencianos están:,Facultados para suspenderlos libremente.,Vinculados por estos derechos y libertades.,Vinculados solo por los deberes.,Exentos de su cumplimiento.,B,La formulación correcta se apoya en el inciso: «están vinculados por estos derechos y libertades».,"Los poderes públicos valencianos están vinculados por estos derechos y libertades y velarán por su protección y respeto, así como por el cumplimiento de los deberes.",recuperación_literal_o_conceptual,2,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-019,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,8,2,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 8 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",Los poderes públicos valencianos están vinculados por los derechos y libertades mencionados en el artículo 8.,Los poderes públicos valencianos velarán por el cumplimiento de los deberes.,Los poderes públicos valencianos pueden apartarse libremente de los derechos y libertades del artículo 8.,Los valencianos y valencianas son titulares de derechos en su condición de ciudadanos españoles y europeos.,C,La opción incorrecta altera la regla «están vinculados por estos derechos y libertades».,"Los poderes públicos valencianos están vinculados por estos derechos y libertades y velarán por su protección y respeto, así como por el cumplimiento de los deberes.",tres_afirmaciones_completas_válidas_y_una_alterada,5,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-020,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,8,2,3,localización_normativa,seleccionar_correcta,¿En qué apartado del artículo 8 del Estatuto se establece que los poderes públicos valencianos están vinculados por los derechos y libertades mencionados en el artículo 8?,Apartado 1.,Apartado 3.,Apartado 4.,Apartado 2.,D,"La regla se encuentra en el artículo 8, apartado 2.","Los poderes públicos valencianos están vinculados por estos derechos y libertades y velarán por su protección y respeto, así como por el cumplimiento de los deberes.",localización_de_apartado_o_artículo,0,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-021,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,8,2,2,función_competencia,seleccionar_correcta,"Según el artículo 8 del Estatuto de Autonomía de la Comunitat Valenciana, ¿qué deben hacer los poderes públicos valencianos respecto de los deberes?",El cumplimiento de los deberes.,La eliminación de todos los deberes.,La sustitución de los deberes por recomendaciones.,El cumplimiento exclusivo de deberes tributarios.,A,El artículo 8.2 establece: «así como por el cumplimiento de los deberes».,"Los poderes públicos valencianos están vinculados por estos derechos y libertades y velarán por su protección y respeto, así como por el cumplimiento de los deberes.",pregunta_directa_con_sustitución_controlada,2,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-022,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,8,2,3,literal_con_hueco,seleccionar_correcta,"Además de proteger los derechos, los poderes públicos valencianos velarán por:",El cumplimiento exclusivo de deberes tributarios.,El cumplimiento de los deberes.,La sustitución de los deberes por recomendaciones.,La eliminación de todos los deberes.,B,La formulación correcta se apoya en el inciso: «así como por el cumplimiento de los deberes».,"Los poderes públicos valencianos están vinculados por estos derechos y libertades y velarán por su protección y respeto, así como por el cumplimiento de los deberes.",recuperación_literal_o_conceptual,2,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
EACV-TII-023,EACV,Estatuto de Autonomía de la Comunitat Valenciana,TÍTULO II. De los derechos de los valencianos y valencianas,8,2,3,verdadera_falsa_en_artículo,seleccionar_incorrecta,"Según el artículo 8 del Estatuto de Autonomía de la Comunitat Valenciana, señale la afirmación INCORRECTA:",Los poderes públicos valencianos velarán por el cumplimiento de los deberes.,Los valencianos y valencianas son titulares de derechos en su condición de ciudadanos españoles y europeos.,Los poderes públicos valencianos velarán únicamente por el cumplimiento de los deberes tributarios.,"La Constitución Española es una de las fuentes de derechos, deberes y libertades citadas por el artículo 8.1.",C,La opción incorrecta altera la regla «así como por el cumplimiento de los deberes».,"Los poderes públicos valencianos están vinculados por estos derechos y libertades y velarán por su protección y respeto, así como por el cumplimiento de los deberes.",tres_afirmaciones_completas_válidas_y_una_alterada,7,100,,AUTO_PASS,PASS,EACV_EDITORIAL_V2,PENDIENTE_REVISION_HUMANA,Texto consolidado BOE; Título II vigente desde el 11/04/2006; texto consolidado consultado el 14/07/2026,https://www.boe.es/buscar/act.php?id=BOE-A-1982-17235,2026-07-14
